country.b,country.a,exp.comp,imp.comp,statea,stateb,year,dispnum3,endyear,hiact,hostlev,outcome,fatality,victor,loser,is.war,pb.exps,pb.imps,delta.exp.comp,delta.imp.comp
Portugal,Zambia,-2.5899226562365217e-5,0.14646186103453693,551,235,1971,1391,1971,1,Threat to use force,7,0,0,0,1,-8.358603616814867e-5,0.12647094369186263,-5.768680960578346e-5,-0.019990917342674303
Sudan,Uganda,0.11220460991556294,0.14021997419661136,500,625,1971,1404,1971,1,Threat to use force,5,0,0,0,1,0.111649997897512,0.14824578289144055,-5.546120180509456e-4,0.00802580869482919
Sudan,Uganda,0.11220460991556294,0.14021997419661136,500,625,1971,2622,1971,1,Threat to use force,5,0,0,0,1,0.111649997897512,0.14824578289144055,-5.546120180509456e-4,0.00802580869482919
Yugoslavia,Bulgaria,0.3559395075955496,0.25217416600705533,355,345,1971,2059,1971,7,Display of force,5,0,0,0,1,0.4576599813280066,0.22047195555269147,0.10172047373245702,-0.03170221045436386
Uganda,Tanzania,0.33464599981392834,0.3745899164478877,510,500,1971,1380,1971,17,Use of force,5,3,0,0,1,0.3105585272372108,0.22677691886459325,-0.02408747257671756,-0.14781299758329444
Uganda,Sudan,0.11220460991556294,0.14021997419661136,625,500,1971,1404,1971,12,Display of force,5,0,0,0,1,0.111649997897512,0.14824578289144055,-5.546120180509456e-4,0.00802580869482919
Uganda,Sudan,0.11220460991556294,0.14021997419661136,625,500,1971,2622,1971,0,No militarized action,5,0,0,0,1,0.111649997897512,0.14824578289144055,-5.546120180509456e-4,0.00802580869482919
Uganda,Rwanda,0.6785900746313343,0.243983081854936,517,500,1971,2621,1971,0,No militarized action,6,0,0,0,1,0.07898500654244896,0.07695663007403024,-0.5996050680888853,-0.16702645178090575
Cuba,USA,2.4152994818579015e-4,0.02509207581329941,2,40,1971,2946,1971,15,Use of force,7,0,0,0,1,3.166159411026958e-4,0.04522442882252739,7.508599291690564e-5,0.02013235300922798
Iraq,Israel,0.12813464295899413,0.046048011254008585,666,645,1971,1046,1973,20,War,5,6,0,0,1,0.023789682749584522,0.1099986046625069,-0.1043449602094096,0.06395059340849832
Iraq,Iran,0.2382954922844728,0.22546410962979785,630,645,1971,1135,1972,17,Use of force,5,1,0,0,1,0.11612861484524409,0.28218452779770264,-0.12216687743922872,0.056720418167904796
Iraq,Iran,0.2382954922844728,0.22546410962979785,630,645,1971,2110,1971,17,Use of force,5,1,0,0,1,0.13595715225797037,0.18044843776222091,-0.10233834002650244,-0.045015671867576934
Saudi Arabia,Israel,0.07382326637296133,0.10195764822925411,666,670,1971,1046,1973,20,War,5,6,0,0,1,0.017201665679770668,0.06919474200609022,-0.05662160069319066,-0.0327629062231639
Syria,Israel,0.04277993814086487,0.08422643430697557,666,652,1971,1046,1973,20,War,5,6,0,0,1,0.06132798496660427,0.041495444483148965,0.0185480468257394,-0.04273098982382661
Syria,Jordan,0.00504857586324281,0.08678530385161524,663,652,1971,1081,1971,17,Use of force,5,NA,0,0,1,0.03332832995947779,0.15052830891590196,0.028279754096234982,0.06374300506428672
China,USA,0.060298812467209535,0.022152181837433022,2,710,1971,2947,1971,12,Display of force,5,0,0,0,1,0.039338600692608396,0.048805622014408544,-0.02096021177460114,0.02665344017697552
China,India,0.03412072926808661,0.28203280212756643,750,710,1971,2099,1971,12,Display of force,5,0,0,0,1,0.026910738262638165,0.3070682702377752,-0.007209991005448446,0.02503546811020879
Bulgaria,Yugoslavia,0.3559395075955496,0.25217416600705533,345,355,1971,2059,1971,0,No militarized action,5,0,0,0,1,0.4576599813280066,0.22047195555269147,0.10172047373245702,-0.03170221045436386
Fm USSR,Israel,0.10914643244591023,0.0448821971686967,666,365,1971,3659,1971,0,No militarized action,5,0,0,0,1,0.0949861304017094,0.0979941761678392,-0.014160302044200823,0.0531119789991425
Dem.Rp.Congo,Zambia,0.18011321640260614,0.2740508288912816,551,490,1971,2619,1971,16,Use of force,6,1,0,0,1,0.19654864982881706,0.2524909759685572,0.016435433426210927,-0.021559852922724387
Jordan,Israel,0.009542176137928599,0.05530960576073389,666,663,1971,1046,1973,20,War,5,6,0,0,1,0.008311594106427749,0.06821895735865466,-0.0012305820315008497,0.012909351597920768
Jordan,Syria,0.00504857586324281,0.08678530385161524,652,663,1971,1081,1971,17,Use of force,5,NA,0,0,1,0.03332832995947779,0.15052830891590196,0.028279754096234982,0.06374300506428672
Gambia,Senegal,0.01886204939104746,0.0810867161815996,433,420,1971,2616,1971,16,Use of force,6,0,0,0,1,0.008975115194259286,0.07728077584020637,-0.009886934196788174,-0.003805940341393227
Rwanda,Uganda,0.6785900746313343,0.243983081854936,500,517,1971,2621,1971,13,Use of force,6,0,0,0,1,0.07898500654244896,0.07695663007403024,-0.5996050680888853,-0.16702645178090575
Senegal,Portugal,0.007752763113862646,0.10039729453459123,235,433,1972,1389,1972,17,Use of force,5,1,0,0,1,0.01518838827766655,0.1422888071428609,0.007435625163803904,0.041891512608269676
Tanzania,Portugal,0.011818773002049648,0.16606250821158208,235,510,1972,1364,1972,17,Use of force,5,NA,0,0,1,0.013962698947797354,0.06483471339403878,0.0021439259457477055,-0.1012277948175433
Tanzania,Uganda,0.3105585272372108,0.22677691886459325,500,510,1972,1381,1973,16,Use of force,5,2,0,0,1,0.28586555623996535,0.15464859137140544,-0.024692970997245434,-0.07212832749318782
Zambia,Portugal,-8.358603616814867e-5,0.12647094369186263,235,551,1972,1390,1973,16,Use of force,7,0,0,0,1,7.65730230298998e-4,0.12543372963593763,8.493162664671467e-4,-0.0010372140559249954
USA,Ecuador,0.0018953435975461559,0.1542215381572683,130,2,1972,602,1972,15,Use of force,7,0,0,0,1,0.004184042884765381,0.1622526710374771,0.0022886992872192258,0.008031132880208791
USA,China,0.039338600692608396,0.048805622014408544,710,2,1972,2948,1972,0,No militarized action,5,0,0,0,1,0.039824879681687374,0.05232426727008333,4.8627898907897815e-4,0.0035186452556747877
USA,Fm USSR,0.1346978448988337,0.045643985757839116,365,2,1972,2949,1972,0,No militarized action,5,0,0,0,1,0.18959210863831938,0.03471419910884074,0.054894263739485666,-0.010929786648998373
Ecuador,USA,0.0018953435975461559,0.1542215381572683,2,130,1972,602,1972,0,No militarized action,7,0,0,0,1,0.004184042884765381,0.1622526710374771,0.0022886992872192258,0.008031132880208791
Guatemala,UK,-0.0013733579784145017,0.14383575247794203,200,90,1972,2319,1972,7,Display of force,5,0,0,0,1,-6.866083363375448e-4,0.12686474403269782,6.867496420769569e-4,-0.016971008445244212
India,Pakistan,0.1057216797706046,0.17405130321749626,770,750,1972,2638,1972,17,Use of force,6,3,0,0,1,0.11021167027927835,0.6275193169523517,0.004489990508673741,0.45346801373485546
Pakistan,India,0.1057216797706046,0.17405130321749626,750,770,1972,2638,1972,17,Use of force,6,3,0,0,1,0.11021167027927835,0.6275193169523517,0.004489990508673741,0.45346801373485546
Portugal,Senegal,0.007752763113862646,0.10039729453459123,433,235,1972,1389,1972,17,Use of force,5,1,0,0,1,0.01518838827766655,0.1422888071428609,0.007435625163803904,0.041891512608269676
Portugal,Tanzania,0.011818773002049648,0.16606250821158208,510,235,1972,1364,1972,17,Use of force,5,NA,0,0,1,0.013962698947797354,0.06483471339403878,0.0021439259457477055,-0.1012277948175433
Portugal,Zambia,-8.358603616814867e-5,0.12647094369186263,551,235,1972,1390,1973,0,No militarized action,7,0,0,0,1,7.65730230298998e-4,0.12543372963593763,8.493162664671467e-4,-0.0010372140559249954
Spain,Morocco,0.2491143159161958,0.1672583619485199,600,230,1972,1118,1972,15,Use of force,5,NA,0,0,1,0.29619885267008467,0.1497344130686635,0.04708453675388888,-0.017523948879856394
UK,Guatemala,-0.0013733579784145017,0.14383575247794203,90,200,1972,2319,1972,8,Display of force,5,0,0,0,1,-6.866083363375448e-4,0.12686474403269782,6.867496420769569e-4,-0.016971008445244212
Libya,Tanzania,-1.8422597933495432e-4,0.133865108842989,510,620,1972,1381,1973,16,Use of force,5,2,0,0,1,-2.1867749104529822e-4,0.086798540070152,-3.44515117103439e-5,-0.04706656877283699
Libya,Sudan,-1.612524043513076e-4,0.10013542156033749,625,620,1972,2138,1972,16,Use of force,7,0,0,0,1,-1.2159111175496549e-4,0.0913278509654387,3.966129259634212e-5,-0.008807570594898784
Morocco,Spain,0.2491143159161958,0.1672583619485199,230,600,1972,1118,1972,7,Display of force,5,NA,0,0,1,0.29619885267008467,0.1497344130686635,0.04708453675388888,-0.017523948879856394
Sudan,Libya,-1.612524043513076e-4,0.10013542156033749,620,625,1972,2138,1972,12,Display of force,7,0,0,0,1,-1.2159111175496549e-4,0.0913278509654387,3.966129259634212e-5,-0.008807570594898784
Uganda,Tanzania,0.3105585272372108,0.22677691886459325,510,500,1972,1381,1973,16,Use of force,5,2,0,0,1,0.28586555623996535,0.15464859137140544,-0.024692970997245434,-0.07212832749318782
China,USA,0.039338600692608396,0.048805622014408544,2,710,1972,2948,1972,16,Use of force,5,0,0,0,1,0.039824879681687374,0.05232426727008333,4.8627898907897815e-4,0.0035186452556747877
Fm USSR,USA,0.1346978448988337,0.045643985757839116,2,365,1972,2949,1972,15,Use of force,5,0,0,0,1,0.18959210863831938,0.03471419910884074,0.054894263739485666,-0.010929786648998373
Gabon,Eq.Guinea,5.56884904801803e-4,0.1262129650678203,411,481,1972,1340,1972,16,Use of force,6,0,0,0,1,0.004947337637731945,0.07738682943895321,0.0043904527329301415,-0.048826135628867076
Burundi,Rwanda,0.2285625895867495,0.34922547449849534,517,516,1972,2615,1972,16,Use of force,5,0,0,0,1,0.15925291123980864,0.4147434468244263,-0.06930967834694085,0.06551797232593098
Rwanda,Burundi,0.2285625895867495,0.34922547449849534,516,517,1972,2615,1972,0,No militarized action,5,0,0,0,1,0.15925291123980864,0.4147434468244263,-0.06930967834694085,0.06551797232593098
Eq.Guinea,Gabon,5.56884904801803e-4,0.1262129650678203,481,411,1972,1340,1972,7,Display of force,6,0,0,0,1,0.004947337637731945,0.07738682943895321,0.0043904527329301415,-0.048826135628867076
Kenya,Uganda,0.4178308553190926,0.33686220466829425,500,501,1973,1367,1973,16,Use of force,5,0,0,0,1,0.41371246895894975,0.20840748449830893,-0.004118386360142834,-0.12845472016998533
Malawi,Portugal,0.0022044386963045197,0.10476833857451313,235,553,1973,1342,1973,17,Use of force,5,0,0,0,1,-3.8247491062285705e-5,0.05044517188398078,-0.0022426861873668055,-0.05432316669053235
Zambia,South Africa,0.17339350265443276,0.2932561497257836,560,551,1973,1397,1973,17,Use of force,5,2,0,0,1,0.20271903714205364,0.24127592246415006,0.029325534487620875,-0.051980227261633566
Zambia,South Africa,0.17339350265443276,0.2932561497257836,560,551,1973,3215,1973,16,Use of force,5,0,0,0,1,0.20271903714205364,0.24127592246415006,0.029325534487620875,-0.051980227261633566
Zambia,Uganda,0.03483299812852284,0.24946395513924324,500,551,1973,3267,1973,8,Display of force,5,0,0,0,1,0.029173607986240004,0.14763692749589663,-0.0056593901422828385,-0.10182702764334661
Zambia,Zimbabwe,0.001106166642515387,0.04184538275320697,552,551,1973,1397,1973,16,Use of force,5,2,0,0,1,0.003357249761225095,0.028833381530935984,0.002251083118709708,-0.013012001222270985
USA,Libya,0.0011122667290927903,0.15076210479353744,620,2,1973,2950,1973,16,Use of force,5,0,0,0,1,-2.382418318856584e-4,0.08736727134647217,-0.0013505085609784486,-0.06339483344706527
USA,Syria,0.008523049194142067,0.05727514478071034,652,2,1973,353,1973,0,No militarized action,5,0,0,0,1,0.00731922596944901,0.019841163913115793,-0.0012038232246930564,-0.037433980867594543
USA,Fm USSR,0.18959210863831938,0.03471419910884074,365,2,1973,353,1973,8,Display of force,5,0,0,0,1,0.14510643816485114,0.03401957939708479,-0.04448567047346824,-6.946197117559533e-4
Argentina,Uruguay,0.2952739478316284,0.13765855593668191,165,160,1973,1808,1973,7,Display of force,6,0,0,0,1,0.06761818130171979,0.0328840378027459,-0.22765576652990863,-0.10477451813393601
Israel,Libya,0.04923964993411926,0.07846810558082991,620,666,1973,1043,1973,0,No militarized action,5,0,0,0,1,0.02738041166383975,0.0983531352387297,-0.021859238270279507,0.01988502965789979
Israel,Syria,0.03966792679964839,0.05690326717335181,652,666,1973,353,1973,0,No militarized action,5,0,0,0,1,0.06132798496660427,0.041495444483148965,0.021660058166955883,-0.015407822690202848
Israel,Fm USSR,0.04616688126232898,0.1380255135711635,365,666,1973,353,1973,8,Display of force,5,0,0,0,1,0.04459572489565292,0.15180395536167035,-0.0015711563666760547,0.013778441790506857
Iran,Iraq,0.11612861484524409,0.28218452779770264,645,630,1973,2111,1973,17,Use of force,5,2,0,0,1,0.1213761555062607,0.3566506906168818,0.005247540661016611,0.07446616281917917
Iraq,Iran,0.11612861484524409,0.28218452779770264,630,645,1973,2111,1973,17,Use of force,5,2,0,0,1,0.1213761555062607,0.3566506906168818,0.005247540661016611,0.07446616281917917
Iraq,Pakistan,-4.392273180514261e-5,0.2748721636524645,770,645,1973,1200,1973,15,Use of force,5,0,0,0,1,6.813196771956936e-5,0.2752291318007854,1.1205469952471197e-4,3.5696814832092416e-4
India,China,0.03988287545998884,0.6331205304031279,710,750,1973,2100,1973,0,No militarized action,5,0,0,0,1,0.0415524582031831,0.4332426239246635,0.0016695827431942659,-0.19987790647846437
Pakistan,Iraq,-4.392273180514261e-5,0.2748721636524645,645,770,1973,1200,1973,0,No militarized action,5,0,0,0,1,6.813196771956936e-5,0.2752291318007854,1.1205469952471197e-4,3.5696814832092416e-4
Portugal,Malawi,0.0022044386963045197,0.10476833857451313,553,235,1973,1342,1973,17,Use of force,5,0,0,0,1,-3.8247491062285705e-5,0.05044517188398078,-0.0022426861873668055,-0.05432316669053235
Portugal,Guinea,0.0017123118296007629,0.07588997347790136,438,235,1973,1386,1973,7,Display of force,5,0,0,0,1,0.01023418942951111,0.11783217297010092,0.008521877599910348,0.04194219949219956
Spain,Morocco,0.29619885267008467,0.1497344130686635,600,230,1973,1119,1974,15,Use of force,6,NA,0,0,1,NA,NA,NA,NA
Norway,Uruguay,0.0031248619222952016,0.03131508900568594,165,385,1973,1808,1973,7,Display of force,6,0,0,0,1,0.004088058262931019,0.013318832161388457,9.631963406358177e-4,-0.017996256844297485
Libya,USA,0.0011122667290927903,0.15076210479353744,2,620,1973,2950,1973,0,No militarized action,5,0,0,0,1,-2.382418318856584e-4,0.08736727134647217,-0.0013505085609784486,-0.06339483344706527
Libya,Israel,0.04923964993411926,0.07846810558082991,666,620,1973,1043,1973,16,Use of force,5,0,0,0,1,0.02738041166383975,0.0983531352387297,-0.021859238270279507,0.01988502965789979
Morocco,Spain,0.29619885267008467,0.1497344130686635,230,600,1973,1119,1974,17,Use of force,6,NA,0,0,1,NA,NA,NA,NA
Ethiopia,Somalia,0.042005757813342336,0.16733102516376064,520,530,1973,2068,1973,11,Display of force,5,0,0,0,1,0.013066764468482348,0.16868709949729951,-0.028938993344859987,0.0013560743335388759
South Africa,Zambia,0.17339350265443276,0.2932561497257836,551,560,1973,1397,1973,17,Use of force,5,2,0,0,1,0.20271903714205364,0.24127592246415006,0.029325534487620875,-0.051980227261633566
South Africa,Zambia,0.17339350265443276,0.2932561497257836,551,560,1973,3215,1973,16,Use of force,5,0,0,0,1,0.20271903714205364,0.24127592246415006,0.029325534487620875,-0.051980227261633566
Somalia,Ethiopia,0.042005757813342336,0.16733102516376064,530,520,1973,2068,1973,7,Display of force,5,0,0,0,1,0.013066764468482348,0.16868709949729951,-0.028938993344859987,0.0013560743335388759
Uganda,Kenya,0.4178308553190926,0.33686220466829425,501,500,1973,1367,1973,0,No militarized action,5,0,0,0,1,0.41371246895894975,0.20840748449830893,-0.004118386360142834,-0.12845472016998533
Uganda,Zambia,0.03483299812852284,0.24946395513924324,551,500,1973,3267,1973,0,No militarized action,5,0,0,0,1,0.029173607986240004,0.14763692749589663,-0.0056593901422828385,-0.10182702764334661
Syria,USA,0.008523049194142067,0.05727514478071034,2,652,1973,353,1973,8,Display of force,5,0,0,0,1,0.00731922596944901,0.019841163913115793,-0.0012038232246930564,-0.037433980867594543
Syria,Israel,0.03966792679964839,0.05690326717335181,666,652,1973,353,1973,0,No militarized action,5,0,0,0,1,0.06132798496660427,0.041495444483148965,0.021660058166955883,-0.015407822690202848
China,India,0.03988287545998884,0.6331205304031279,750,710,1973,2100,1973,7,Display of force,5,0,0,0,1,0.0415524582031831,0.4332426239246635,0.0016695827431942659,-0.19987790647846437
China,Mongolia,0.021677442550069006,0.008683935588275085,712,710,1973,2712,1973,0,No militarized action,5,0,0,0,1,0.01878522141304583,0.013149303784392134,-0.0028922211370231744,0.004465368196117049
Fm USSR,USA,0.18959210863831938,0.03471419910884074,2,365,1973,353,1973,8,Display of force,5,0,0,0,1,0.14510643816485114,0.03401957939708479,-0.04448567047346824,-6.946197117559533e-4
Fm USSR,Israel,0.04616688126232898,0.1380255135711635,666,365,1973,353,1973,0,No militarized action,5,0,0,0,1,0.04459572489565292,0.15180395536167035,-0.0015711563666760547,0.013778441790506857
Uruguay,Argentina,0.2952739478316284,0.13765855593668191,160,165,1973,1808,1973,7,Display of force,6,0,0,0,1,0.06761818130171979,0.0328840378027459,-0.22765576652990863,-0.10477451813393601
Uruguay,Norway,0.0031248619222952016,0.03131508900568594,385,165,1973,1808,1973,0,No militarized action,6,0,0,0,1,0.004088058262931019,0.013318832161388457,9.631963406358177e-4,-0.017996256844297485
Guinea,Portugal,0.0017123118296007629,0.07588997347790136,235,438,1973,1386,1973,12,Display of force,5,0,0,0,1,0.01023418942951111,0.11783217297010092,0.008521877599910348,0.04194219949219956
Zimbabwe,Zambia,0.001106166642515387,0.04184538275320697,551,552,1973,1397,1973,17,Use of force,5,2,0,0,1,0.003357249761225095,0.028833381530935984,0.002251083118709708,-0.013012001222270985
Mongolia,China,0.021677442550069006,0.008683935588275085,710,712,1973,2712,1973,12,Display of force,5,0,0,0,1,0.01878522141304583,0.013149303784392134,-0.0028922211370231744,0.004465368196117049
Senegal,Gambia,0.06920247081601953,0.12972295831467875,420,433,1974,1384,1974,0,No militarized action,8,0,0,0,1,0.035179711556667645,0.050107327405890224,-0.03402275925935189,-0.07961563090878854
Zambia,South Africa,0.20271903714205364,0.24127592246415006,560,551,1974,1396,1974,17,Use of force,5,0,0,0,1,0.10499652997595621,0.1981874846413845,-0.09772250716609743,-0.04308843782276556
Zambia,South Africa,0.20271903714205364,0.24127592246415006,560,551,1974,3227,1974,16,Use of force,5,NA,0,0,1,0.10499652997595621,0.1981874846413845,-0.09772250716609743,-0.04308843782276556
Zambia,Uganda,0.029173607986240004,0.14763692749589663,500,551,1974,1382,1975,17,Use of force,5,0,0,0,1,0.0161908685006637,0.003890782192888645,-0.012982739485576305,-0.143746145303008
Zambia,Zimbabwe,0.003357249761225095,0.028833381530935984,552,551,1974,1396,1974,16,Use of force,5,0,0,0,1,0.003792441839848748,0.023221662906181825,4.3519207862365277e-4,-0.00561171862475416
USA,Cuba,-4.267512107433153e-5,0.04695320962523162,40,2,1974,2951,1974,15,Use of force,7,0,0,0,1,0.0038024740248890753,0.027100152154482814,0.0038451491459634067,-0.019853057470748805
Israel,Syria,0.06132798496660427,0.041495444483148965,652,666,1974,3438,1975,8,Display of force,5,0,0,0,1,0.004038860659024813,0.04618479883521931,-0.05728912430757946,0.004689354352070345
Israel,Lebanon,0.039903344893041065,0.17114983208480983,660,666,1974,1061,1975,17,Use of force,5,NA,0,0,1,0.005655907745605993,0.08277300819549778,-0.03424743714743507,-0.08837682388931205
Israel,Fm USSR,0.04459572489565292,0.15180395536167035,365,666,1974,3174,1974,12,Display of force,5,0,0,0,1,0.04960187316943435,0.20988084126736153,0.00500614827378143,0.058076885905691183
Iran,Iraq,0.1213761555062607,0.3566506906168818,645,630,1974,2112,1975,17,Use of force,6,3,0,0,1,0.2402148608249308,0.40138328593607575,0.1188387053186701,0.044732595319193935
Iraq,Iran,0.1213761555062607,0.3566506906168818,630,645,1974,2112,1975,17,Use of force,6,3,0,0,1,0.2402148608249308,0.40138328593607575,0.1188387053186701,0.044732595319193935
Syria,Israel,0.06132798496660427,0.041495444483148965,666,652,1974,3438,1975,15,Use of force,5,0,0,0,1,0.004038860659024813,0.04618479883521931,-0.05728912430757946,0.004689354352070345
Turkey,Greece,0.28812109473443437,0.5563418424714223,350,640,1974,1292,1974,8,Display of force,5,0,0,0,1,0.2057893835464286,0.24678906661254307,-0.08233171118800578,-0.3095527758588792
Turkey,Greece,0.28812109473443437,0.5563418424714223,350,640,1974,2173,1974,11,Display of force,5,0,0,0,1,0.2057893835464286,0.24678906661254307,-0.08233171118800578,-0.3095527758588792
Korea Rep.,Korea D P Rp,0.04930578877972033,0.09228421142901759,731,732,1974,2191,1974,16,Use of force,5,1,0,0,1,0.013116256959536167,0.1064288389168746,-0.03618953182018417,0.014144627487857012
Philippines,Viet Nam,0.04809933268885712,0.060209422559895746,817,840,1974,3217,1974,7,Display of force,5,0,0,0,1,0.007608820363354382,0.1021517477693572,-0.040490512325502735,0.04194232520946146
Greece,Turkey,0.28812109473443437,0.5563418424714223,640,350,1974,1292,1974,7,Display of force,5,0,0,0,1,0.2057893835464286,0.24678906661254307,-0.08233171118800578,-0.3095527758588792
Greece,Turkey,0.28812109473443437,0.5563418424714223,640,350,1974,2173,1974,0,No militarized action,5,0,0,0,1,0.2057893835464286,0.24678906661254307,-0.08233171118800578,-0.3095527758588792
UK,Uganda,-3.5389539771280714e-4,0.04380344085089068,500,200,1974,2136,1975,8,Display of force,8,0,0,0,1,-7.11439864388852e-4,0.015579544216972935,-3.575444666760448e-4,-0.02822389663391775
Sudan,Uganda,0.06830072175669616,0.12135856944100558,500,625,1974,1382,1975,17,Use of force,5,0,0,0,1,0.0363781163117618,0.11487730701831739,-0.03192260544493436,-0.0064812624226881915
Egypt,Israel,0.015319617337002944,0.11867617504876309,666,651,1974,1061,1975,17,Use of force,5,NA,0,0,1,0.012199270487875379,0.15313207945663704,-0.0031203468491275647,0.03445590440787395
Mali,Burkina Faso,0.6344854447504805,0.37195518053728405,439,432,1974,1411,1975,17,Use of force,5,1,0,0,1,0.6627069688531435,0.5585949488780203,0.028221524102662987,0.18663976834073626
South Africa,Zambia,0.20271903714205364,0.24127592246415006,551,560,1974,1396,1974,17,Use of force,5,0,0,0,1,0.10499652997595621,0.1981874846413845,-0.09772250716609743,-0.04308843782276556
South Africa,Zambia,0.20271903714205364,0.24127592246415006,551,560,1974,3227,1974,16,Use of force,5,NA,0,0,1,0.10499652997595621,0.1981874846413845,-0.09772250716609743,-0.04308843782276556
Ethiopia,Somalia,0.013066764468482348,0.16868709949729951,520,530,1974,1427,1974,17,Use of force,5,1,0,0,1,0.01555864622716375,0.05963919499379144,0.002491881758681402,-0.10904790450350807
Somalia,Ethiopia,0.013066764468482348,0.16868709949729951,530,520,1974,1427,1974,17,Use of force,5,1,0,0,1,0.01555864622716375,0.05963919499379144,0.002491881758681402,-0.10904790450350807
Uganda,Zambia,0.029173607986240004,0.14763692749589663,551,500,1974,1382,1975,7,Display of force,5,0,0,0,1,0.0161908685006637,0.003890782192888645,-0.012982739485576305,-0.143746145303008
Uganda,UK,-3.5389539771280714e-4,0.04380344085089068,200,500,1974,2136,1975,0,No militarized action,8,0,0,0,1,-7.11439864388852e-4,0.015579544216972935,-3.575444666760448e-4,-0.02822389663391775
Uganda,Tanzania,0.28586555623996535,0.15464859137140544,510,500,1974,1382,1975,17,Use of force,5,0,0,0,1,0.46309617848776796,0.08866089128090925,0.17723062224780262,-0.06598770009049619
Cuba,USA,-4.267512107433153e-5,0.04695320962523162,2,40,1974,2951,1974,0,No militarized action,7,0,0,0,1,0.0038024740248890753,0.027100152154482814,0.0038451491459634067,-0.019853057470748805
Lebanon,Israel,0.039903344893041065,0.17114983208480983,666,660,1974,1061,1975,17,Use of force,5,NA,0,0,1,0.005655907745605993,0.08277300819549778,-0.03424743714743507,-0.08837682388931205
Taiwan,Viet Nam,0.04122361123606252,0.003425142881102214,817,713,1974,3217,1974,7,Display of force,5,0,0,0,1,0.033968084717571796,0.004856685096302636,-0.007255526518490721,0.0014315422152004222
China,Fm USSR,0.020948554993187336,0.29476830687556516,365,710,1974,364,1974,0,No militarized action,7,0,0,0,1,0.011007167335408708,0.3154076334410743,-0.009941387657778628,0.020639326565509153
China,Fm USSR,0.020948554993187336,0.29476830687556516,365,710,1974,2713,1974,17,Use of force,5,NA,0,0,1,0.011007167335408708,0.3154076334410743,-0.009941387657778628,0.020639326565509153
China,Viet Nam,0.0790905974437734,0.09400999204366463,817,710,1974,3217,1974,7,Display of force,5,0,0,0,1,0.059533578376868845,0.23329213421149206,-0.01955701906690456,0.13928214216782742
China,Mongolia,0.01878522141304583,0.013149303784392134,712,710,1974,2713,1974,17,Use of force,5,NA,0,0,1,0.004588438992437013,0.02129378432056042,-0.014196782420608818,0.008144480536168288
Fm USSR,Israel,0.04459572489565292,0.15180395536167035,666,365,1974,3174,1974,7,Display of force,5,0,0,0,1,0.04960187316943435,0.20988084126736153,0.00500614827378143,0.058076885905691183
Fm USSR,China,0.020948554993187336,0.29476830687556516,710,365,1974,364,1974,15,Use of force,7,0,0,0,1,0.011007167335408708,0.3154076334410743,-0.009941387657778628,0.020639326565509153
Fm USSR,China,0.020948554993187336,0.29476830687556516,710,365,1974,2713,1974,17,Use of force,5,NA,0,0,1,0.011007167335408708,0.3154076334410743,-0.009941387657778628,0.020639326565509153
Tanzania,Uganda,0.28586555623996535,0.15464859137140544,500,510,1974,1382,1975,17,Use of force,5,0,0,0,1,0.46309617848776796,0.08866089128090925,0.17723062224780262,-0.06598770009049619
Burkina Faso,Mali,0.6344854447504805,0.37195518053728405,432,439,1974,1411,1975,17,Use of force,5,1,0,0,1,0.6627069688531435,0.5585949488780203,0.028221524102662987,0.18663976834073626
Korea D P Rp,Korea Rep.,0.04930578877972033,0.09228421142901759,732,731,1974,2191,1974,16,Use of force,5,1,0,0,1,0.013116256959536167,0.1064288389168746,-0.03618953182018417,0.014144627487857012
Viet Nam,Philippines,0.04809933268885712,0.060209422559895746,840,817,1974,3217,1974,0,No militarized action,5,0,0,0,1,0.007608820363354382,0.1021517477693572,-0.040490512325502735,0.04194232520946146
Viet Nam,Taiwan,0.04122361123606252,0.003425142881102214,713,817,1974,3217,1974,0,No militarized action,5,0,0,0,1,0.033968084717571796,0.004856685096302636,-0.007255526518490721,0.0014315422152004222
Viet Nam,China,0.0790905974437734,0.09400999204366463,710,817,1974,3217,1974,0,No militarized action,5,0,0,0,1,0.059533578376868845,0.23329213421149206,-0.01955701906690456,0.13928214216782742
Zimbabwe,Zambia,0.003357249761225095,0.028833381530935984,551,552,1974,1396,1974,17,Use of force,5,0,0,0,1,0.003792441839848748,0.023221662906181825,4.3519207862365277e-4,-0.00561171862475416
Gambia,Senegal,0.06920247081601953,0.12972295831467875,433,420,1974,1384,1974,16,Use of force,8,0,0,0,1,0.035179711556667645,0.050107327405890224,-0.03402275925935189,-0.07961563090878854
Mongolia,China,0.01878522141304583,0.013149303784392134,710,712,1974,2713,1974,17,Use of force,5,NA,0,0,1,0.004588438992437013,0.02129378432056042,-0.014196782420608818,0.008144480536168288
Egypt,Israel,0.007785248337750443,0.1609671530583627,666,651,1975,3381,1976,0,No militarized action,5,0,0,0,1,0.022743564709078134,0.12324367884123778,0.01495831637132769,-0.03772347421712492
Egypt,Libya,0.29681095371857863,0.08252951030638012,620,651,1975,3175,1975,10,Display of force,5,0,0,0,1,0.5392728578635161,0.15832249120388212,0.24246190414493746,0.075792980897502
Dem.Rp.Congo,Angola,0.034095583948730905,0.24295257279546303,540,490,1975,1441,1988,17,Use of force,5,NA,0,0,1,0.2555625809404519,0.24367244724796205,0.221466996991721,7.198744524990197e-4
