dispnum3,statea,stateb,year,hiact,hostlev,outcome,fatality
4020,710,713,1995,0,1,5,0
4021,2,731,1993,7,3,5,0
4021,732,731,1993,8,3,5,0
4021,731,2,1993,8,3,5,0
4021,731,732,1993,8,3,5,0
4022,731,900,1993,17,4,5,2
4022,731,20,1993,17,4,5,2
4022,731,740,1993,17,4,5,2
4022,731,732,1993,17,4,5,2
4022,731,2,1993,17,4,5,2
4022,900,731,1994,7,3,NA,NA
4022,20,731,1994,7,3,NA,NA
4022,740,731,1994,8,3,NA,NA
4022,732,731,1993,17,4,5,2
4022,2,731,1993,11,3,5,2
4023,710,713,1993,8,3,5,0
4023,713,710,1993,0,1,5,0
4024,713,840,1994,7,3,5,0
4024,840,713,1994,0,1,5,0
4026,740,713,1996,7,3,5,0
4026,713,740,1996,0,1,5,0
4027,710,840,1995,15,4,5,0
4027,840,710,1995,15,4,5,0
4028,840,710,1996,15,4,5,0
4028,710,840,1996,7,3,5,0
4029,710,816,1993,7,3,5,0
4029,816,710,1993,0,1,5,0
4030,710,816,1994,13,4,5,0
4030,816,710,1994,15,4,5,0
4031,20,230,1995,16,4,1,0
4031,230,20,1995,7,3,1,0
4032,490,211,1993,1,2,4,0
4032,211,490,1993,0,1,4,0
4035,710,713,1994,12,3,5,0
4035,713,710,1994,0,1,5,0
4038,640,352,1993,16,4,5,1
4038,352,640,1993,16,4,5,1
4039,352,640,1993,16,4,5,0
4039,640,352,1993,0,1,5,0
4040,640,350,1994,12,3,5,0
4040,350,640,1994,16,4,5,0
4041,350,339,1994,17,4,5,1
4041,339,350,1994,17,4,5,1
4042,365,740,1993,16,4,5,0
4042,740,365,1993,7,3,5,0
4043,339,345,1993,16,4,5,1
4043,345,339,1993,16,4,5,1
4045,345,339,1995,7,3,5,0
4045,339,345,1995,0,1,5,0
4046,345,343,1994,12,3,5,0
4046,345,2,1994,12,3,5,0
4046,343,345,1994,1,2,5,0
4046,2,345,1994,11,3,5,0
4048,220,344,1993,7,3,8,0
4048,344,220,1993,0,1,8,0
4050,365,369,1994,7,3,5,0
4050,369,365,1994,15,4,5,0
4051,365,359,1993,7,3,5,0
4051,359,365,1993,0,1,5,0
4052,710,365,1993,15,4,7,0
4052,365,710,1993,0,1,7,0
4054,703,700,1993,11,3,NA,NA
4054,705,700,1993,11,3,NA,NA
4054,701,700,1993,11,3,NA,NA
4054,704,700,1993,11,3,NA,NA
4054,365,700,1993,17,4,5,2
4054,702,700,1993,17,4,5,2
4054,700,703,1993,17,4,5,2
4054,700,705,1993,17,4,5,2
4054,700,701,1993,17,4,5,2
4054,700,704,1993,17,4,5,2
4054,700,365,1993,17,4,5,2
4054,700,702,1993,17,4,5,2
4055,365,700,1994,16,4,5,0
4055,700,365,1994,0,1,5,0
4058,339,343,1993,17,4,5,1
4058,343,339,1993,17,4,5,1
4060,713,816,1995,7,3,5,0
4060,816,713,1995,0,1,5,0
4061,710,740,1995,7,3,5,0
4061,740,710,1995,7,3,5,0
4062,710,740,1996,7,3,5,0
4062,740,710,1996,0,1,5,0
4063,850,710,1996,7,3,5,0
4063,710,850,1996,7,3,5,0
4064,710,2,1995,11,3,5,0
4064,710,713,1995,11,3,5,0
4064,2,710,1995,7,3,5,0
4064,713,710,1995,11,3,5,0
4065,710,732,1994,7,3,5,0
4065,710,2,1994,7,3,5,0
4065,732,710,1994,0,1,5,0
4065,2,710,1994,0,1,5,0
4066,452,461,1993,8,3,5,0
4066,461,452,1993,0,1,5,0
4067,483,436,1993,17,4,8,1
4067,436,483,1993,17,4,8,1
4068,475,483,1995,14,4,5,0
4068,483,475,1995,0,1,5,0
4069,490,484,1993,15,4,7,0
4069,484,490,1993,0,1,7,0
4071,490,540,1994,11,3,8,0
4071,540,490,1994,0,1,8,0
4072,630,645,1993,16,4,5,0
4072,645,630,1993,12,3,5,0
4073,651,630,1993,1,2,5,0
4073,630,651,1993,0,1,5,0
4075,910,940,1993,17,4,5,NA
4075,940,910,1993,17,4,5,NA
4076,910,940,1996,16,4,5,0
4076,940,910,1996,16,4,5,0
4078,500,625,1994,17,4,5,NA
4078,625,500,1994,17,4,5,NA
4079,530,625,1994,17,4,5,2
4079,625,530,1994,17,4,5,2
4081,625,531,1994,11,3,5,0
4081,531,625,1994,0,1,5,0
4082,531,522,1995,16,4,5,0
4082,522,531,1995,0,1,5,0
4083,501,500,1995,12,3,5,0
4083,500,501,1995,11,3,5,0
4084,501,500,1995,11,3,8,0
4084,500,501,1995,0,1,8,0
4085,475,437,1993,17,4,8,NA
4085,437,475,1993,17,4,8,NA
4086,705,355,1996,15,4,7,0
4086,355,705,1996,0,1,7,0
4088,710,2,1999,12,3,5,0
4088,710,713,1999,12,3,5,0
4088,2,710,1999,7,3,5,0
4088,713,710,1999,8,3,5,0
4089,731,710,1997,17,4,8,NA
4089,710,731,1997,17,4,8,NA
4090,350,339,1997,16,4,6,0
4090,339,350,1997,0,1,6,0
4092,640,350,1995,17,4,5,1
4092,350,640,1995,17,4,5,1
4094,640,352,1994,12,3,5,0
4094,352,640,1994,0,1,5,0
4095,640,350,1996,16,4,5,1
4095,640,350,1996,16,4,5,1
4095,640,350,1996,16,4,5,1
4095,640,352,1996,16,4,5,1
4095,350,640,1999,0,1,NA,NA
4095,350,640,2000,7,3,NA,NA
4095,350,640,1996,7,3,NA,NA
4095,350,640,1999,0,1,NA,NA
4095,350,640,2000,7,3,NA,NA
4095,350,640,1996,7,3,NA,NA
4095,350,640,1999,0,1,NA,NA
4095,350,640,2000,7,3,NA,NA
4095,350,640,1996,7,3,NA,NA
4095,352,640,1996,16,4,5,1
4096,365,372,1997,14,4,6,0
4096,372,365,1997,0,1,6,0
4097,339,343,1997,17,4,5,0
4097,343,339,1997,17,4,5,0
4098,365,369,1996,7,3,5,0
4098,369,365,1996,0,1,5,0
4100,345,344,1995,7,3,1,0
4100,344,345,1995,0,1,1,0
4101,310,344,1995,11,3,5,0
4101,344,310,1995,0,1,5,0
4102,310,345,1995,11,3,5,0
4102,345,310,1995,0,1,5,0
4103,365,367,1994,8,3,4,0
4103,367,365,1994,0,1,4,0
4104,710,365,1994,16,4,5,0
4104,365,710,1994,0,1,5,0
4105,365,368,1995,7,3,5,0
4105,368,365,1995,0,1,5,0
4106,365,290,1993,7,3,5,0
4106,290,365,1993,0,1,5,0
4107,365,290,1997,15,4,7,0
4107,290,365,1997,0,1,7,0
4108,369,360,1997,8,3,5,0
4108,360,369,1997,0,1,5,0
4109,373,372,1996,12,3,6,0
4109,372,373,1996,0,1,6,0
4111,365,367,1998,11,3,5,0
4111,367,365,1998,0,1,5,0
4113,630,645,1994,16,4,5,0
4113,645,630,1994,0,1,5,0
4114,670,679,1994,17,4,5,1
4114,679,670,1994,17,4,5,1
4116,461,452,1994,11,3,8,0
4116,452,461,1994,0,1,8,0
4117,571,565,1997,12,3,5,0
4117,565,571,1997,12,3,5,0
4118,510,516,1995,8,3,5,0
4118,516,510,1995,0,1,5,0
4119,471,475,1994,17,4,5,1
4119,475,471,1994,17,4,5,1
4121,531,679,1995,17,4,5,NA
4121,679,531,1995,17,4,5,NA
4122,490,517,1996,17,4,5,4
4122,517,490,1996,17,4,5,4
4123,516,510,1997,17,4,8,NA
4123,510,516,1997,17,4,8,NA
4124,531,625,1996,17,4,6,NA
4124,625,531,1996,17,4,6,NA
4125,732,731,1999,7,3,5,0
4125,2,731,1999,7,3,5,0
4125,731,732,1999,0,1,5,0
4125,731,2,1999,0,1,5,0
4126,732,740,1996,7,3,5,0
4126,740,732,1996,7,3,5,0
4127,740,732,1999,15,4,7,0
4127,732,740,1999,0,1,7,0
4128,840,710,1998,15,4,6,0
4128,710,840,1998,7,3,6,0
4130,530,625,1997,17,4,5,NA
4130,625,530,1997,17,4,5,NA
4132,531,679,1997,15,4,5,0
4132,679,531,1997,0,1,5,0
4133,640,350,1999,12,3,5,0
4133,350,640,1999,7,3,5,0
4134,651,625,1995,17,4,5,1
4134,625,651,1995,17,4,5,1
4135,800,811,1997,17,4,5,1
4135,811,800,1997,17,4,5,1
4136,345,339,1997,11,3,5,0
4136,339,345,1997,0,1,5,0
4137,316,345,1999,7,3,NA,NA
4137,310,345,1999,7,3,NA,NA
4137,368,345,1998,7,3,NA,NA
4137,290,345,1998,7,3,1,5
4137,365,345,1998,8,3,NA,NA
4137,350,345,1998,8,3,1,5
4137,212,345,1998,8,3,1,5
4137,343,345,1999,11,3,NA,NA
4137,343,345,1998,11,3,NA,NA
4137,343,345,1999,11,3,NA,NA
4137,343,345,1998,11,3,NA,NA
4137,211,345,1998,16,4,1,5
4137,20,345,1998,16,4,1,5
4137,390,345,1998,16,4,1,5
4137,220,345,1998,16,4,1,5
4137,255,345,1998,16,4,1,5
4137,395,345,1998,8,3,1,5
4137,325,345,1998,16,4,1,5
4137,385,345,1998,16,4,1,5
4137,210,345,1998,16,4,1,5
4137,235,345,1998,16,4,1,5
4137,230,345,1998,16,4,1,5
4137,640,345,1998,16,4,1,5
4137,200,345,1998,16,4,1,5
4137,2,345,1998,16,4,1,5
4137,339,345,1998,17,4,1,5
4137,345,316,1998,17,4,1,5
4137,345,310,1998,17,4,1,5
4137,345,368,1998,17,4,1,5
4137,345,290,1998,17,4,1,5
4137,345,365,1998,17,4,1,5
4137,345,350,1998,17,4,1,5
4137,345,212,1998,17,4,1,5
4137,345,343,1998,17,4,1,5
4137,345,343,1998,17,4,1,5
4137,345,211,1998,17,4,1,5
4137,345,20,1998,17,4,1,5
4137,345,390,1998,17,4,1,5
4137,345,220,1998,17,4,1,5
4137,345,255,1998,17,4,1,5
4137,345,395,1998,17,4,1,5
4137,345,325,1998,17,4,1,5
4137,345,385,1998,17,4,1,5
4137,345,210,1998,17,4,1,5
4137,345,235,1998,17,4,1,5
4137,345,230,1998,17,4,1,5
4137,345,640,1998,17,4,1,5
4137,345,200,1998,17,4,1,5
4137,345,2,1998,17,4,1,5
4137,345,339,1998,17,4,1,5
4138,775,800,1999,17,4,5,1
4138,800,775,1999,17,4,5,1
4140,93,91,1999,11,3,5,0
4140,91,93,1999,14,4,5,0
4141,91,93,2000,17,4,6,0
4141,93,91,2000,17,4,6,0
4143,135,130,1995,17,4,5,0
4143,130,135,1995,17,4,5,0
4144,130,135,1997,16,4,5,0
4144,135,130,1997,15,4,5,0
4145,93,100,1994,15,4,8,0
4145,100,93,1994,0,1,8,0
4146,94,93,1995,15,4,7,0
4146,93,94,1995,15,4,7,0
4147,93,94,1998,7,3,5,0
4147,94,93,1998,11,3,5,0
4148,200,155,1996,15,4,7,0
4148,155,200,1996,0,1,7,0
4149,101,52,1996,16,4,5,0
4149,52,101,1996,0,1,5,0
4150,80,90,1997,12,3,5,0
4150,90,80,1997,11,3,5,0
4151,90,80,2000,15,4,5,0
4151,80,90,2000,7,3,5,0
4152,80,90,2000,12,3,5,0
4152,90,80,2000,0,1,5,0
4154,101,52,1997,16,4,5,0
4154,52,101,1997,0,1,5,0
4155,101,52,1999,15,4,5,0
4155,52,101,1999,0,1,5,0
4156,115,110,2000,12,3,5,0
4156,110,115,2000,12,3,5,0
4158,640,645,1995,14,4,5,0
4158,645,640,1995,0,1,5,0
4159,630,700,1995,11,3,5,0
4159,700,630,1995,0,1,5,0
4160,700,630,1998,17,4,5,NA
4160,630,700,1998,17,4,5,NA
4161,630,700,1999,16,4,5,NA
4161,700,630,1999,0,1,5,NA
4162,560,570,1994,7,3,4,0
4162,570,560,1994,11,3,4,0
4164,620,483,1994,7,3,5,0
4164,483,620,1994,0,1,5,0
4165,471,475,1995,17,4,5,NA
4165,475,471,1995,17,4,5,NA
4166,471,475,1996,17,4,5,2
4166,475,471,1996,17,4,5,2
4168,540,484,1995,17,4,5,1
4168,484,540,1995,17,4,5,1
4169,572,541,1994,12,3,5,0
4169,541,572,1994,0,1,5,0
4170,490,500,1996,11,3,5,0
4170,500,490,1996,16,4,5,0
4171,93,91,1997,16,4,5,0
4171,91,93,1997,15,4,5,0
4172,101,100,1997,16,4,6,0
4172,100,101,1997,0,1,6,0
4173,640,365,1996,16,4,5,0
4173,365,640,1996,0,1,5,0
4174,2,365,1997,15,4,5,0
4174,365,2,1997,0,1,NA,NA
4175,371,373,1998,17,4,5,2
4175,373,371,1998,17,4,5,2
4176,703,700,1997,8,3,5,0
4176,365,700,1997,8,3,5,0
4176,702,700,1997,8,3,5,0
4176,704,700,1997,11,3,5,0
4176,700,703,1997,0,1,5,0
4176,700,365,1997,0,1,5,0
4176,700,702,1997,0,1,5,0
4176,700,704,1997,0,1,5,0
4177,704,703,1999,14,4,5,0
4177,703,704,1999,0,1,5,0
4179,704,702,1999,16,4,5,0
4179,702,704,1999,0,1,5,0
4180,710,740,1999,7,3,5,0
4180,740,710,1999,0,1,5,0
4182,666,660,1993,17,4,6,3
4182,666,652,1993,17,4,6,3
4182,666,652,1993,17,4,6,3
4182,666,652,1993,17,4,6,3
4182,666,652,1993,17,4,6,3
4182,666,652,1993,17,4,6,3
4182,660,666,1993,17,4,6,3
4182,652,666,1993,17,4,NA,NA
4182,652,666,1994,17,4,NA,NA
4182,652,666,1995,17,4,NA,NA
4182,652,666,1996,17,4,NA,NA
4182,652,666,2000,17,4,NA,NA
4182,652,666,1993,17,4,NA,NA
4182,652,666,1994,17,4,NA,NA
4182,652,666,1995,17,4,NA,NA
4182,652,666,1996,17,4,NA,NA
4182,652,666,2000,17,4,NA,NA
4182,652,666,1993,17,4,NA,NA
4182,652,666,1994,17,4,NA,NA
4182,652,666,1995,17,4,NA,NA
4182,652,666,1996,17,4,NA,NA
4182,652,666,2000,17,4,NA,NA
4182,652,666,1993,17,4,NA,NA
4182,652,666,1994,17,4,NA,NA
4182,652,666,1995,17,4,NA,NA
4182,652,666,1996,17,4,NA,NA
4182,652,666,2000,17,4,NA,NA
4182,652,666,1993,17,4,NA,NA
4182,652,666,1994,17,4,NA,NA
4182,652,666,1995,17,4,NA,NA
4182,652,666,1996,17,4,NA,NA
4182,652,666,2000,17,4,NA,NA
4183,20,2,1997,15,4,7,0
4183,2,20,1997,0,1,7,0
4186,305,345,2000,0,1,3,0
4186,373,345,2000,0,1,3,0
4186,355,345,2000,0,1,3,0
4186,366,345,2000,0,1,3,0
4186,375,345,2000,0,1,3,0
4186,372,345,2000,0,1,3,0
4186,205,345,2000,0,1,3,0
4186,663,345,2000,0,1,3,0
4186,368,345,2000,0,1,3,0
4186,600,345,2000,0,1,3,0
4186,235,345,2000,1,2,3,0
4186,365,345,2000,0,1,3,0
4186,317,345,2000,0,1,3,0
4186,349,345,2000,0,1,3,0
4186,380,345,2000,0,1,3,0
4186,225,345,2000,0,1,3,0
4186,696,345,2000,0,1,3,0
4186,369,345,2000,0,1,3,0
4186,211,345,2000,1,2,3,0
4186,20,345,2000,1,2,3,0
4186,316,345,2000,1,2,3,0
4186,390,345,2000,1,2,3,0
4186,220,345,2000,1,2,3,0
4186,255,345,2000,1,2,3,0
4186,350,345,2000,1,2,3,0
4186,310,345,2000,1,2,3,0
4186,395,345,2000,1,2,3,0
4186,212,345,2000,1,2,3,0
4186,385,345,2000,1,2,3,0
4186,230,345,2000,1,2,3,0
4186,640,345,2000,1,2,3,0
4186,200,345,2000,1,2,3,0
4186,160,345,2000,7,3,3,0
4186,325,345,2000,7,3,3,0
4186,210,345,2000,7,3,3,0
4186,290,345,2000,7,3,3,0
4186,360,345,2000,7,3,3,0
4186,2,345,2000,7,3,3,0
4186,345,305,2000,7,3,3,0
4186,345,373,2000,7,3,3,0
4186,345,355,2000,7,3,3,0
4186,345,366,2000,7,3,3,0
4186,345,375,2000,7,3,3,0
4186,345,372,2000,7,3,3,0
4186,345,205,2000,7,3,3,0
4186,345,663,2000,7,3,3,0
4186,345,368,2000,7,3,3,0
4186,345,600,2000,7,3,3,0
4186,345,235,2000,7,3,3,0
4186,345,365,2000,7,3,3,0
4186,345,317,2000,7,3,3,0
4186,345,349,2000,7,3,3,0
4186,345,380,2000,7,3,3,0
4186,345,225,2000,7,3,3,0
4186,345,696,2000,7,3,3,0
4186,345,369,2000,7,3,3,0
4186,345,211,2000,7,3,3,0
4186,345,20,2000,7,3,3,0
4186,345,316,2000,7,3,3,0
4186,345,390,2000,7,3,3,0
4186,345,220,2000,7,3,3,0
4186,345,255,2000,7,3,3,0
4186,345,350,2000,7,3,3,0
4186,345,310,2000,7,3,3,0
4186,345,395,2000,7,3,3,0
4186,345,212,2000,7,3,3,0
4186,345,385,2000,7,3,3,0
4186,345,230,2000,7,3,3,0
4186,345,640,2000,7,3,3,0
4186,345,200,2000,7,3,3,0
4186,345,160,2000,7,3,3,0
4186,345,325,2000,7,3,3,0
4186,345,210,2000,7,3,3,0
4186,345,290,2000,7,3,3,0
4186,345,360,2000,7,3,3,0
4186,345,2,2000,7,3,3,0
4187,522,531,1998,11,3,5,0
4187,531,522,1998,11,3,5,0
4188,530,501,1999,17,4,6,1
4188,501,530,1999,17,4,6,1
4189,130,135,1998,14,4,6,0
4189,135,130,1998,11,3,6,0
4190,652,2,1996,11,3,5,0
4190,652,640,1996,11,3,5,0
4190,2,652,1996,1,2,5,0
4190,640,652,1996,11,3,5,0
4191,640,630,1996,16,4,5,0
4191,630,640,1996,0,1,5,0
4192,630,645,1996,16,4,5,0
4192,645,630,1996,11,3,5,0
4193,350,640,1997,17,4,5,0
4193,640,350,1997,17,4,5,0
4196,40,2,1996,16,4,5,0
4196,2,40,1996,0,1,5,0
4197,365,20,2000,7,3,5,0
4197,365,2,2000,7,3,5,0
4197,20,365,2000,8,3,5,0
4197,2,365,2000,8,3,5,0
4200,531,679,1999,15,4,8,0
4200,679,531,1999,0,1,8,0
4201,365,700,1999,11,3,5,1
4201,704,700,2000,17,4,NA,NA
4201,700,365,1999,17,4,5,1
4201,700,704,1999,17,4,5,1
4203,670,679,1997,17,4,8,NA
4203,679,670,1997,17,4,8,NA
4205,630,645,1997,16,4,5,0
4205,645,630,1997,15,4,5,0
4206,640,645,1996,16,4,5,0
4206,645,640,1996,0,1,5,0
4208,640,645,1999,14,4,5,0
4208,645,640,1999,0,1,5,0
4210,350,640,2000,12,3,5,0
4210,640,350,2000,12,3,5,0
4212,365,372,1999,12,3,5,0
4212,372,365,1999,12,3,5,0
4213,2,365,2000,15,4,7,0
4213,365,2,2000,0,1,7,0
4214,411,368,2000,15,4,7,0
4214,368,411,2000,0,1,7,0
4215,690,645,1999,8,3,5,0
4215,645,690,1999,0,1,5,0
4216,2,630,1997,7,3,4,0
4216,630,2,1997,0,1,4,0
4217,2,625,1998,16,4,5,0
4217,625,2,1998,0,1,5,0
4218,731,732,2000,1,2,5,0
4218,731,2,2000,1,2,5,0
4218,732,731,2000,0,1,5,0
4218,2,731,2000,0,1,5,0
4219,101,100,1994,15,4,7,0
4219,100,101,1994,0,1,7,0
4220,365,2,2000,7,3,5,0
4220,2,365,2000,7,3,5,0
4221,640,371,2000,17,4,5,1
4221,640,365,2000,17,4,5,1
4221,371,640,2000,0,1,5,1
4221,365,640,2000,17,4,5,1
4222,365,740,2000,16,4,5,0
4222,740,365,2000,0,1,5,0
4223,750,770,1999,17,4,5,2
4223,770,750,1999,17,4,5,2
4224,640,345,1993,1,2,5,0
4224,345,640,1993,0,1,5,0
4225,731,740,1999,12,3,5,0
4225,740,731,1999,7,3,5,0
4226,731,740,1997,7,3,5,0
4226,740,731,1997,0,1,5,0
4227,2,700,1998,16,4,5,2
4227,700,2,1998,0,1,5,2
4228,365,700,1998,11,3,5,0
4228,702,700,1998,11,3,5,0
4228,704,700,1998,11,3,5,0
4228,700,365,1998,0,1,5,0
4228,700,702,1998,0,1,5,0
4228,700,704,1998,0,1,5,0
4229,339,345,2000,11,3,5,0
4229,345,339,2000,0,1,5,0
4230,344,345,1997,8,3,5,0
4230,345,344,1997,0,1,5,0
4231,344,346,1996,15,4,7,0
4231,346,344,1996,0,1,7,0
4232,371,373,2000,16,4,5,0
4232,373,371,2000,0,1,5,0
4235,371,373,2001,16,4,5,0
4235,373,371,2001,0,1,5,0
4236,373,371,2001,4,2,5,0
4236,371,373,2001,0,1,5,0
4237,570,560,1994,11,3,8,0
4237,560,570,1994,0,1,8,0
4238,385,365,2001,7,3,5,0
4238,365,385,2001,0,1,5,0
4239,365,740,2001,12,3,5,0
4239,740,365,2001,7,3,5,0
4240,370,368,2001,7,3,5,0
4240,368,370,2001,0,1,5,0
4242,365,372,2001,16,4,5,0
4242,372,365,2001,11,3,5,0
4243,986,840,2000,16,4,5,0
4243,840,986,2000,0,1,5,0
4244,540,490,1997,11,3,5,0
4244,490,540,1997,0,1,5,0
4245,490,484,1997,16,4,5,0
4245,484,490,1997,16,4,5,0
4246,540,484,1997,17,4,1,NA
4246,484,540,1997,17,4,1,NA
4248,625,500,1998,16,4,5,0
4248,500,625,1998,11,3,5,0
4249,501,500,1997,11,3,5,0
4249,500,501,1997,0,1,5,0
4250,471,475,1998,17,4,5,NA
4250,475,471,1998,17,4,5,NA
4251,452,451,1997,14,4,1,NA
4251,438,451,1997,14,4,1,NA
4251,475,451,1997,17,4,1,NA
4251,451,452,1997,17,4,1,NA
4251,451,438,1997,17,4,1,NA
4251,451,475,1997,17,4,1,NA
4252,500,517,1999,17,4,5,NA
4252,517,500,1999,17,4,5,NA
4253,500,517,2000,17,4,5,NA
4253,517,500,2000,17,4,5,NA
4254,2,450,1998,7,3,8,0
4254,450,2,1998,0,1,8,0
4255,475,450,1998,12,3,8,0
4255,450,475,1998,0,1,8,0
4256,475,450,1999,1,2,8,0
4256,451,450,1999,1,2,8,0
4256,450,475,1999,11,3,8,0
4256,450,451,1999,11,3,8,0
4257,450,438,2000,11,3,6,1
4257,438,450,2000,16,4,6,1
4258,531,530,1998,20,5,6,6
4258,530,531,1998,20,5,6,6
4259,91,93,2001,11,3,6,0
4259,93,91,2001,0,1,6,0
4260,101,110,1999,12,3,5,0
4260,110,101,1999,8,3,5,0
4261,2,101,2000,12,3,5,0
4261,101,2,2000,0,1,5,0
4262,101,100,2000,16,4,5,0
4262,100,101,2000,0,1,5,0
4263,100,93,2001,15,4,7,0
4263,93,100,2001,0,1,7,0
4264,900,850,1999,8,3,5,0
4264,850,900,1999,0,1,5,0
4266,740,731,2001,17,4,5,1
4266,731,740,2001,17,4,5,1
4269,692,645,1994,11,3,NA,NA
4269,220,645,1994,11,3,NA,NA
4269,690,645,1994,11,3,5,0
4269,698,645,1994,11,3,NA,NA
4269,696,645,1994,11,3,NA,NA
4269,200,645,1994,11,3,NA,NA
4269,2,645,1994,11,3,5,0
4269,645,692,1994,11,3,5,0
4269,645,220,1994,11,3,5,0
4269,645,690,1994,11,3,5,0
4269,645,698,1994,11,3,5,0
4269,645,696,1994,11,3,5,0
4269,645,200,1994,11,3,5,0
4269,645,2,1994,11,3,5,0
4271,690,645,1996,8,3,4,NA
4271,200,645,1996,16,4,4,NA
4271,2,645,1996,16,4,4,NA
4271,645,690,1996,16,4,4,NA
4271,645,200,1996,16,4,4,NA
4271,645,2,1996,16,4,4,NA
4272,690,645,1996,17,4,5,NA
4272,645,690,1996,17,4,5,NA
4273,640,645,1999,0,1,NA,NA
4273,651,645,1999,7,3,NA,NA
4273,220,645,1999,7,3,NA,NA
4273,255,645,1999,7,3,NA,NA
4273,350,645,1999,7,3,NA,NA
4273,325,645,1999,7,3,NA,NA
4273,663,645,1999,7,3,NA,NA
4273,210,645,1999,7,3,NA,NA
4273,210,645,2003,7,3,NA,NA
4273,696,645,1999,7,3,NA,NA
4273,696,645,2003,7,3,NA,NA
4273,666,645,1998,10,3,NA,NA
4273,666,645,2002,0,1,NA,NA
4273,690,645,1997,11,3,NA,NA
4273,690,645,2002,11,3,NA,NA
4273,670,645,2000,15,4,NA,NA
4273,670,645,2003,8,3,NA,NA
4273,200,645,1997,20,5,1,6
4273,2,645,1997,20,5,1,6
4273,666,645,1998,10,3,NA,NA
4273,666,645,2002,0,1,NA,NA
4273,690,645,1997,11,3,NA,NA
4273,690,645,2002,11,3,NA,NA
4273,900,645,2003,20,5,NA,NA
4273,696,645,1999,7,3,NA,NA
4273,696,645,2003,7,3,NA,NA
4273,670,645,2000,15,4,NA,NA
4273,670,645,2003,8,3,NA,NA
4273,692,645,2003,7,3,NA,NA
4273,210,645,1999,7,3,NA,NA
4273,210,645,2003,7,3,NA,NA
4273,698,645,2003,7,3,NA,NA
4273,694,645,2003,7,3,NA,NA
4273,290,645,2003,20,5,NA,NA
4273,645,640,1997,20,5,1,6
4273,645,651,1997,20,5,1,6
4273,645,220,1997,20,5,1,6
4273,645,255,1997,20,5,1,6
4273,645,350,1997,20,5,1,6
4273,645,325,1997,20,5,1,6
4273,645,663,1997,20,5,1,6
4273,645,210,1997,20,5,1,6
4273,645,696,1997,20,5,1,6
4273,645,666,1997,20,5,1,6
4273,645,690,1997,20,5,1,6
4273,645,670,1997,20,5,1,6
4273,645,200,1997,20,5,1,6
4273,645,2,1997,20,5,1,6
4273,645,666,1997,20,5,1,6
4273,645,690,1997,20,5,1,6
4273,645,900,1997,20,5,1,6
4273,645,696,1997,20,5,1,6
4273,645,670,1997,20,5,1,6
4273,645,692,1997,20,5,1,6
4273,645,210,1997,20,5,1,6
4273,645,698,1997,20,5,1,6
4273,645,694,1997,20,5,1,6
4273,645,290,1997,20,5,1,6
4274,645,690,1999,7,3,5,0
4274,690,645,1999,0,1,5,0
4275,690,645,2000,10,3,5,0
4275,645,690,2000,0,1,5,0
4277,770,750,2001,17,4,3,5
4277,750,770,2001,17,4,3,5
4278,710,900,2001,7,3,5,0
4278,900,710,2001,0,1,5,0
4279,710,840,2001,7,3,5,0
4279,840,710,2001,0,1,5,0
4280,710,2,2001,15,4,7,1
4280,2,710,2001,12,3,7,1
4281,710,713,2001,7,3,5,0
4281,710,2,2001,7,3,5,0
4281,713,710,2001,7,3,5,0
4281,2,710,2001,7,3,5,0
4282,731,732,2001,17,4,5,1
4282,732,731,2001,17,4,5,1
4283,255,700,2001,7,3,1,6
4283,350,700,2001,7,3,1,6
4283,210,700,2001,7,3,1,6
4283,235,700,2001,7,3,1,6
4283,230,700,2001,7,3,1,6
4283,702,700,2001,8,3,1,6
4283,20,700,2001,16,4,1,6
4283,220,700,2001,16,4,1,6
4283,640,700,2001,16,4,1,6
4283,770,700,2001,17,4,1,6
4283,365,700,2001,17,4,1,6
4283,200,700,2001,17,4,1,6
4283,2,700,2001,17,4,1,6
4283,704,700,2001,17,4,1,6
4283,900,700,2001,21,5,1,6
4283,700,255,2001,17,4,1,6
4283,700,350,2001,17,4,1,6
4283,700,210,2001,17,4,1,6
4283,700,235,2001,17,4,1,6
4283,700,230,2001,17,4,1,6
4283,700,702,2001,17,4,1,6
4283,700,20,2001,17,4,1,6
4283,700,220,2001,17,4,1,6
4283,700,640,2001,17,4,1,6
4283,700,770,2001,17,4,1,6
4283,700,365,2001,17,4,1,6
4283,700,200,2001,17,4,1,6
4283,700,2,2001,17,4,1,6
4283,700,704,2001,17,4,1,6
4283,700,900,2001,17,4,1,6
4284,482,483,2001,7,3,8,0
4284,483,482,2001,0,1,8,0
4285,371,630,1994,16,4,5,1
4285,630,371,1994,0,1,5,1
4286,625,651,1993,15,4,5,0
4286,651,625,1993,0,1,5,0
4287,625,651,1994,15,4,5,0
4287,651,625,1994,0,1,5,0
4288,651,625,1996,16,4,5,NA
4288,625,651,1996,0,1,5,NA
4289,640,630,1999,16,4,5,0
4289,630,640,1999,11,3,5,0
4290,640,630,2001,7,3,5,0
4290,630,640,2001,0,1,5,0
4291,640,652,1998,7,3,1,0
4291,652,640,1998,0,1,1,0
4292,630,645,1999,16,4,5,0
4292,645,630,1999,0,1,5,0
4293,694,670,1995,8,3,5,0
4293,670,694,1995,0,1,5,0
4295,345,20,2000,15,4,7,0
4295,345,200,2000,15,4,7,0
