dispnum3,statea,stateb,year,hiact,hostlev,outcome,fatality
2155,678,200,1966,17,4,5,NA
2155,200,678,1966,17,4,5,NA
2157,678,200,1963,14,4,2,1
2157,200,678,1963,16,4,2,1
2163,651,352,1983,17,4,6,1
2163,352,651,1983,17,4,6,1
2171,352,640,1965,1,2,5,0
2171,640,352,1965,1,2,5,0
2172,640,352,1965,1,2,5,0
2172,352,640,1965,0,1,5,0
2173,350,640,1974,11,3,5,0
2173,640,350,1974,0,1,5,0
2174,640,350,1978,16,4,5,0
2174,350,640,1978,0,1,5,0
2175,640,350,1981,7,3,5,0
2175,350,640,1981,7,3,5,0
2176,2,350,1983,7,3,NA,NA
2176,640,350,1982,16,4,5,0
2176,350,2,1982,8,3,5,0
2176,350,640,1982,8,3,5,0
2177,640,350,1984,1,2,5,NA
2177,350,640,1984,0,1,5,NA
2178,640,352,1986,7,3,8,0
2178,352,640,1986,0,1,8,0
2179,640,350,1986,17,4,8,1
2179,350,640,1986,17,4,8,1
2188,731,2,1962,17,4,5,1
2188,731,732,1962,17,4,5,1
2188,2,731,1962,17,4,5,1
2188,732,731,1962,17,4,5,1
2191,731,732,1974,16,4,5,1
2191,732,731,1974,16,4,5,1
2192,731,2,1977,17,4,8,1
2192,731,732,1977,17,4,8,1
2192,2,731,1977,8,3,8,1
2192,732,731,1977,17,4,8,1
2193,731,2,1979,17,4,5,1
2193,731,732,1979,17,4,5,1
2193,2,731,1979,7,3,5,1
2193,732,731,1979,17,4,5,1
2194,731,732,1981,17,4,5,0
2194,732,731,1981,17,4,5,0
2195,2,731,1983,7,3,5,0
2195,732,731,1983,16,4,5,0
2195,731,2,1983,16,4,5,0
2195,731,732,1983,16,4,5,0
2196,731,2,1984,17,4,5,0
2196,731,732,1984,17,4,5,0
2196,2,731,1985,7,3,NA,NA
2196,732,731,1984,17,4,5,0
2198,731,732,1986,17,4,5,0
2198,732,731,1986,17,4,5,0
2218,365,2,1963,16,4,5,0
2218,365,260,1963,16,4,5,0
2218,2,365,1963,0,1,5,0
2218,260,365,1963,0,1,5,0
2220,2,365,1964,12,3,7,1
2220,365,2,1964,16,4,7,1
2221,2,365,1970,12,3,7,0
2221,365,2,1970,15,4,7,0
2222,2,365,1977,15,4,7,0
2222,365,2,1977,0,1,7,0
2223,365,2,1978,1,2,4,0
2223,2,365,1978,7,3,4,0
2224,365,2,1979,15,4,7,0
2224,2,365,1979,7,3,7,0
2225,40,2,1979,0,1,5,0
2225,365,2,1979,7,3,5,0
2225,2,40,1979,7,3,5,0
2225,2,365,1979,7,3,5,0
2226,2,365,1980,7,3,5,0
2226,200,365,1980,7,3,5,0
2226,210,365,1980,7,3,5,0
2226,385,365,1980,7,3,5,0
2226,325,365,1980,7,3,5,0
2226,260,365,1980,7,3,5,0
2226,20,365,1980,7,3,5,0
2226,365,2,1980,0,1,5,0
2226,365,200,1980,0,1,5,0
2226,365,210,1980,0,1,5,0
2226,365,385,1980,0,1,5,0
2226,365,325,1980,0,1,5,0
2226,365,260,1980,0,1,5,0
2226,365,20,1980,0,1,5,0
2228,2,365,1981,15,4,7,0
2228,365,2,1981,0,1,7,0
2229,365,740,1982,14,4,5,0
2229,365,2,1982,14,4,5,0
2229,740,365,1982,0,1,5,0
2229,2,365,1982,7,3,5,0
2230,365,2,1984,15,4,7,0
2230,2,365,1984,0,1,7,0
2231,365,2,1983,7,3,5,NA
2231,315,260,1984,16,4,NA,NA
2231,365,2,1983,7,3,5,NA
2231,315,260,1984,16,4,NA,NA
2231,2,365,1983,7,3,5,NA
2231,260,315,1984,7,3,NA,NA
2231,2,365,1983,7,3,5,NA
2231,260,315,1984,7,3,NA,NA
2232,200,265,1985,12,3,5,1
2232,2,365,1985,12,3,5,1
2232,200,265,1985,12,3,5,1
2232,2,365,1985,12,3,5,1
2232,265,200,1985,0,1,5,1
2232,365,2,1985,16,4,5,1
2232,265,200,1985,0,1,5,1
2232,365,2,1985,16,4,5,1
2233,2,365,1986,7,3,5,0
2233,365,2,1986,0,1,5,0
2237,101,200,1981,7,3,5,0
2237,101,110,1981,7,3,5,0
2237,200,101,1982,1,2,NA,NA
2237,110,101,1981,10,3,5,0
2239,101,110,1969,7,3,5,0
2239,110,101,1969,8,3,5,0
2240,101,110,1970,17,4,5,0
2240,110,101,1970,17,4,5,0
2245,530,520,1987,17,4,5,2
2245,520,530,1987,17,4,5,2
2315,732,710,1986,15,4,7,0
2315,710,732,1986,0,1,7,0
2317,101,110,1976,7,3,5,0
2317,110,101,1976,0,1,5,0
2318,115,110,1976,12,3,5,0
2318,110,115,1976,0,1,5,0
2319,200,90,1972,7,3,5,0
2319,90,200,1972,8,3,5,0
2323,101,100,1982,16,4,5,0
2323,100,101,1982,16,4,5,0
2325,91,93,1979,15,4,5,NA
2325,93,91,1979,17,4,5,NA
2326,110,115,1977,15,4,6,0
2326,115,110,1977,16,4,6,0
2327,666,640,1976,15,4,7,0
2327,640,666,1976,0,1,7,0
2335,666,2,1976,17,4,6,0
2335,2,666,1976,17,4,6,0
2344,93,91,1962,17,4,5,1
2344,91,93,1962,17,4,5,1
2346,93,94,1978,17,4,5,1
2346,94,93,1978,17,4,5,1
2347,93,91,1981,12,3,5,0
2347,93,2,1981,12,3,5,0
2347,91,93,1981,7,3,5,0
2347,2,93,1983,7,3,NA,NA
2348,90,70,1982,16,4,5,0
2348,70,90,1982,0,1,5,0
2349,93,94,1983,17,4,5,NA
2349,94,93,1983,0,1,5,NA
2350,90,70,1984,16,4,5,0
2350,70,90,1984,0,1,5,0
2352,91,92,1985,12,3,5,0
2352,92,91,1985,0,1,5,0
2353,93,91,1986,17,4,5,NA
2353,93,2,1986,17,4,5,NA
2353,91,93,1986,0,1,5,NA
2353,2,93,1986,7,3,5,NA
2354,42,41,1986,7,3,5,0
2354,41,42,1986,0,1,5,0
2357,680,678,1978,17,4,6,NA
2357,678,680,1978,17,4,6,NA
2360,678,670,1965,7,3,6,NA
2360,651,670,1965,16,4,6,NA
2360,670,678,1965,10,3,6,NA
2360,670,651,1965,10,3,6,NA
2373,678,670,1969,16,4,5,NA
2373,670,678,1969,0,1,5,NA
2374,230,600,1975,7,3,5,0
2374,600,230,1975,16,4,5,0
2540,620,616,1985,7,3,5,0
2540,616,620,1985,8,3,5,0
2541,220,230,1984,16,4,5,0
2541,230,220,1984,0,1,5,0
2543,205,230,1985,16,4,5,0
2543,230,205,1985,0,1,5,0
2544,630,211,1985,16,4,5,0
2544,211,630,1985,0,1,5,0
2545,645,640,1985,16,4,5,0
2545,640,645,1985,0,1,5,0
2546,93,94,1985,17,4,5,1
2546,94,93,1985,17,4,5,1
2547,630,260,1985,16,4,5,0
2547,260,630,1985,0,1,5,0
2548,645,338,1985,16,4,5,0
2548,338,645,1985,0,1,5,0
2549,645,325,1985,16,4,5,0
2549,325,645,1985,0,1,5,0
2550,732,710,1985,16,4,7,0
2550,710,732,1985,7,3,7,0
2551,630,200,1985,16,4,5,0
2551,200,630,1985,0,1,5,0
2552,645,95,1985,16,4,5,0
2552,95,645,1985,0,1,5,0
2553,630,670,1985,16,4,5,0
2553,670,630,1985,0,1,5,0
2554,630,690,1985,16,4,5,0
2554,690,630,1985,0,1,5,0
2555,630,732,1985,16,4,5,0
2555,732,630,1985,0,1,5,0
2557,630,390,1985,16,4,5,0
2557,390,630,1985,0,1,5,0
2559,315,2,1985,16,4,5,0
2559,315,260,1985,16,4,5,0
2559,2,315,1985,0,1,5,0
2559,260,315,1985,0,1,5,0
2560,630,220,1985,7,3,5,0
2560,220,630,1985,7,3,5,0
2563,666,616,1985,16,4,5,0
2563,616,666,1985,0,1,5,0
2565,645,692,1986,16,4,5,0
2565,692,645,1986,0,1,5,0
2566,630,640,1986,1,2,5,0
2566,640,630,1986,1,2,5,0
2568,645,350,1986,16,4,5,0
2568,350,645,1986,0,1,5,0
2570,560,552,1986,16,4,5,0
2570,552,560,1986,0,1,5,0
2571,560,551,1986,12,3,5,0
2571,551,560,1986,0,1,5,0
2572,694,692,1986,14,4,6,0
2572,692,694,1986,0,1,6,0
2573,93,94,1986,17,4,5,0
2573,94,93,1986,17,4,5,0
2574,630,670,1986,16,4,5,0
2574,670,630,1986,0,1,5,0
2575,630,640,1986,16,4,5,0
2575,640,630,1986,0,1,5,0
2578,630,2,1986,16,4,5,0
2578,2,630,1986,7,3,5,0
2579,160,713,1986,16,4,5,0
2579,713,160,1986,0,1,5,0
2580,560,571,1986,16,4,5,0
2580,571,560,1986,0,1,5,0
2583,432,439,1985,17,4,6,2
2583,439,432,1985,17,4,6,2
2584,645,352,1985,16,4,5,0
2584,352,645,1985,0,1,5,0
2585,630,210,1985,16,4,5,0
2585,210,630,1985,0,1,5,0
2587,630,692,1986,2,2,5,0
2587,630,696,1986,2,2,5,0
2587,630,670,1986,2,2,5,0
2587,630,694,1986,2,2,5,0
2587,630,690,1986,2,2,5,0
2587,692,630,1986,0,1,5,0
2587,696,630,1986,0,1,5,0
2587,670,630,1986,0,1,5,0
2587,694,630,1986,0,1,5,0
2587,690,630,1986,0,1,5,0
2588,630,365,1986,16,4,5,0
2588,365,630,1986,0,1,5,0
2589,552,553,1986,1,2,5,0
2589,551,553,1986,1,2,5,0
2589,541,553,1986,1,2,5,0
2589,553,552,1986,0,1,5,0
2589,553,551,1986,0,1,5,0
2589,553,541,1986,0,1,5,0
2590,365,630,1983,17,4,5,NA
2590,630,365,1983,17,4,5,NA
2591,666,620,1986,16,4,7,0
2591,620,666,1986,0,1,7,0
2593,630,450,1986,16,4,5,0
2593,450,630,1986,0,1,5,0
2594,630,690,1986,16,4,5,0
2594,690,630,1986,0,1,5,0
2595,645,352,1986,16,4,5,0
2595,352,645,1986,0,1,5,0
2596,630,200,1986,16,4,5,0
2596,200,630,1986,7,3,5,0
2597,315,260,1986,16,4,5,1
2597,260,315,1986,0,1,5,1
2598,230,200,1986,7,3,5,0
2598,200,230,1986,0,1,5,0
2599,560,572,1986,16,4,5,0
2599,572,560,1986,0,1,5,0
2600,220,920,1985,16,4,5,0
2600,920,220,1985,0,1,5,0
2601,640,355,1986,15,4,7,0
2601,355,640,1986,0,1,7,0
2602,630,365,1978,12,3,5,1
2602,365,630,1978,16,4,5,1
2615,517,516,1972,16,4,5,0
2615,516,517,1972,0,1,5,0
2616,433,420,1971,16,4,6,0
2616,420,433,1971,15,4,6,0
2619,490,551,1971,16,4,6,1
2619,551,490,1971,16,4,6,1
2621,500,517,1971,13,4,6,0
2621,517,500,1971,0,1,6,0
2622,500,625,1971,1,2,5,0
2622,625,500,1971,0,1,5,0
2623,800,811,1963,8,3,5,0
2623,811,800,1963,0,1,5,0
2629,750,770,1962,7,3,5,0
2629,770,750,1962,1,2,5,0
2630,770,750,1963,1,2,5,0
2630,750,770,1963,0,1,5,0
2631,770,750,1965,17,4,5,4
2631,750,770,1965,17,4,5,4
2632,770,750,1966,11,3,5,0
2632,750,770,1966,0,1,5,0
2633,770,750,1969,17,4,5,1
2633,750,770,1969,17,4,5,1
2634,770,750,1969,16,4,5,0
2634,750,770,1969,7,3,5,0
2635,770,750,1969,17,4,5,NA
2635,750,770,1969,17,4,5,NA
2638,770,750,1972,17,4,6,3
2638,750,770,1972,17,4,6,3
2639,770,750,1981,17,4,5,2
2639,750,770,1981,17,4,5,2
2640,750,770,1982,8,3,5,0
2640,770,750,1982,0,1,5,0
2641,770,750,1983,17,4,5,1
2641,750,770,1983,17,4,5,1
2642,770,750,1984,17,4,5,2
2642,750,770,1984,17,4,5,2
2643,770,750,1985,17,4,5,2
2643,750,770,1985,17,4,5,2
2644,750,770,1986,16,4,5,0
2644,770,750,1986,0,1,5,0
2707,365,710,1964,12,3,5,0
2707,710,365,1964,12,3,5,0
2708,365,710,1965,7,3,5,0
2708,710,365,1965,0,1,5,0
2710,710,365,1967,15,4,7,0
2710,365,710,1967,0,1,7,0
2711,710,365,1968,11,3,5,0
2711,365,710,1968,12,3,5,0
2712,710,712,1973,12,3,5,0
2712,712,710,1973,0,1,5,0
2713,710,712,1974,17,4,5,NA
2713,710,365,1974,17,4,5,NA
2713,712,710,1974,17,4,5,NA
2713,365,710,1974,17,4,5,NA
2714,710,365,1977,17,4,5,0
2714,365,710,1977,17,4,5,0
2715,365,710,1978,17,4,5,0
2715,710,365,1978,17,4,5,0
2716,365,710,1979,17,4,5,1
2716,710,365,1979,17,4,5,1
2717,365,710,1980,17,4,5,1
2717,710,365,1980,17,4,5,1
2718,710,365,1986,17,4,5,1
2718,365,710,1986,17,4,5,1
2727,365,740,1978,7,3,5,0
2727,740,365,1978,1,2,5,0
2728,365,740,1984,7,3,5,0
2728,740,365,1984,7,3,5,0
2729,811,817,1963,15,4,5,0
2729,817,811,1963,0,1,5,0
2730,817,811,1962,12,3,5,0
2730,811,817,1962,0,1,5,0
2734,630,95,1987,16,4,5,0
2734,95,630,1987,0,1,5,0
2735,93,94,1987,17,4,5,NA
2735,94,93,1987,17,4,5,NA
2736,42,41,1987,8,3,5,0
2736,41,42,1987,0,1,5,0
2737,20,220,1987,1,2,5,0
2737,220,20,1987,0,1,5,0
2738,365,380,1987,7,3,5,0
2738,380,365,1987,16,4,5,0
2739,645,2,1987,16,4,5,2
2739,2,645,1987,8,3,5,2
2740,2,630,1987,16,4,5,NA
2740,630,2,1987,16,4,5,NA
2741,2,95,1987,7,3,5,0
2741,95,2,1987,15,4,5,0
2742,2,40,1987,7,3,5,0
2742,40,2,1987,0,1,5,0
2743,651,620,1978,8,3,5,0
2743,620,651,1978,0,1,5,0
2745,850,910,1988,16,4,5,NA
2745,910,850,1988,0,1,5,NA
2746,820,840,1988,15,4,7,0
2746,840,820,1988,0,1,7,0
2747,775,800,1988,15,4,5,0
2747,800,775,1988,0,1,5,0
2748,910,740,1988,15,4,8,0
2748,740,910,1988,0,1,8,0
2749,710,816,1988,14,4,1,NA
2749,816,710,1988,17,4,1,NA
2750,713,710,1988,16,4,5,0
2750,710,713,1988,0,1,5,0
2751,630,740,1988,16,4,5,0
2751,740,630,1988,0,1,5,0
2752,630,696,1988,16,4,5,0
2752,696,630,1988,0,1,5,0
2753,560,572,1988,16,4,5,0
2753,572,560,1988,0,1,5,0
2754,560,571,1988,16,4,5,0
2754,571,560,1988,16,4,5,0
2755,560,552,1988,1,2,5,0
2755,552,560,1988,0,1,5,0
2757,530,625,1988,12,3,5,0
2757,625,530,1988,0,1,5,0
2758,645,450,1988,16,4,5,0
2758,450,645,1988,0,1,5,0
2759,630,360,1988,16,4,5,0
2759,360,630,1988,0,1,5,0
2760,640,352,1988,12,3,5,1
2760,352,640,1988,0,1,5,1
2762,630,820,1988,16,4,5,0
2762,820,630,1988,0,1,5,0
2763,630,260,1988,16,4,5,0
2763,260,630,1988,0,1,5,0
2764,645,230,1988,16,4,5,0
2764,230,645,1988,0,1,5,0
2765,630,230,1988,16,4,5,0
2765,230,630,1988,0,1,5,0
2767,645,200,1988,16,4,5,0
2767,200,645,1988,0,1,5,0
2768,100,101,1988,17,4,5,NA
2768,101,100,1988,17,4,5,NA
2769,645,95,1988,16,4,5,0
2769,95,645,1988,0,1,5,0
2770,95,94,1988,16,4,5,0
2770,94,95,1988,0,1,5,0
2771,91,93,1988,12,3,5,0
2771,93,91,1988,0,1,5,0
2772,630,692,1988,16,4,5,0
2772,692,630,1988,0,1,5,0
2773,20,220,1988,16,4,7,0
2773,220,20,1988,0,1,7,0
2774,645,2,1988,16,4,5,0
2774,2,645,1988,0,1,5,0
2775,2,620,1988,16,4,5,NA
2775,620,2,1988,7,3,5,NA
2776,800,812,1987,17,4,6,3
2776,812,800,1987,17,4,6,3
2777,775,800,1987,16,4,5,0
2777,800,775,1987,0,1,5,0
2778,750,780,1987,7,3,4,0
2778,780,750,1987,8,3,4,0
2779,750,771,1987,17,4,5,1
2779,771,750,1987,17,4,5,1
2780,710,816,1987,7,3,5,0
2780,816,710,1987,0,1,5,0
2782,713,710,1987,16,4,5,0
2782,710,713,1987,16,4,5,0
2783,680,698,1987,17,4,5,1
2783,698,680,1987,17,4,5,1
2784,645,900,1987,16,4,5,0
2784,900,645,1987,0,1,5,0
2785,645,830,1987,16,4,5,0
2785,830,645,1987,0,1,5,0
2786,652,645,1987,12,3,5,0
2786,645,652,1987,16,4,5,0
2788,645,640,1987,16,4,5,0
2788,640,645,1987,0,1,5,0
2789,630,830,1987,16,4,5,0
2789,830,630,1987,0,1,5,0
2790,630,781,1987,16,4,5,0
2790,781,630,1987,0,1,5,0
2791,630,770,1987,16,4,5,0
2791,770,630,1987,0,1,5,0
2792,630,750,1987,16,4,5,0
2792,750,630,1987,0,1,5,0
2793,630,740,1987,16,4,5,0
2793,740,630,1987,0,1,5,0
2794,630,732,1987,16,4,5,0
2794,732,630,1987,0,1,5,0
2796,630,694,1987,16,4,5,0
2796,694,630,1987,0,1,5,0
2797,630,690,1987,16,4,5,0
2797,690,630,1987,0,1,5,0
2798,630,670,1987,16,4,5,0
2798,670,630,1987,8,3,5,0
2799,630,640,1987,16,4,5,1
2799,640,630,1987,15,4,5,1
2800,541,560,1987,15,4,5,0
2800,560,541,1987,12,3,5,0
2801,560,541,1987,16,4,5,0
2801,541,560,1987,0,1,5,0
2802,530,625,1987,17,4,5,NA
2802,625,530,1987,17,4,5,NA
2803,530,625,1986,16,4,5,0
2803,625,530,1986,0,1,5,0
2804,500,501,1987,17,4,6,2
2804,501,500,1987,17,4,6,2
2805,490,500,1987,17,4,5,1
2805,500,490,1987,17,4,5,1
2806,490,484,1987,17,4,5,NA
2806,484,490,1987,17,4,5,NA
2807,471,475,1987,12,3,5,0
2807,475,471,1987,0,1,5,0
2808,630,450,1987,16,4,5,0
2808,450,630,1987,0,1,5,0
2809,600,435,1987,7,3,5,0
2809,435,600,1987,7,3,5,0
2810,560,571,1987,16,4,5,0
2810,560,551,1987,16,4,5,0
2810,571,560,1987,0,1,5,0
2810,551,560,1987,0,1,5,0
2811,645,95,1987,16,4,5,0
2811,95,645,1987,0,1,5,0
2812,100,101,1987,7,3,5,0
2812,101,100,1987,16,4,5,0
2814,210,630,1987,7,3,5,0
2814,211,630,1987,7,3,5,0
2814,630,210,1987,0,1,5,0
2814,630,211,1987,0,1,5,0
2815,645,338,1987,16,4,5,0
2815,338,645,1987,0,1,5,0
2816,290,260,1987,16,4,5,0
2816,260,290,1987,0,1,5,0
2817,630,350,1987,16,4,5,0
2817,350,630,1987,0,1,5,0
2818,630,352,1987,16,4,5,0
2818,352,630,1987,0,1,5,0
2819,645,350,1987,16,4,5,0
2819,350,645,1987,0,1,5,0
2820,630,345,1987,16,4,5,0
2820,345,630,1987,0,1,5,0
2821,630,325,1987,16,4,5,0
2821,325,630,1987,7,3,5,0
2822,630,230,1987,16,4,5,0
2822,230,630,1987,0,1,5,0
2823,630,220,1987,16,4,5,0
2823,220,630,1987,8,3,5,0
2824,645,352,1987,16,4,5,0
2824,352,645,1987,0,1,5,0
2825,630,380,1987,16,4,5,0
2825,380,630,1987,0,1,5,0
2826,365,630,1987,7,3,5,0
2826,630,365,1987,16,4,5,0
2827,365,385,1987,7,3,5,0
2827,385,365,1987,0,1,5,0
2828,630,360,1987,16,4,5,0
2828,360,630,1987,0,1,5,0
2832,630,385,1987,16,4,5,0
2832,385,630,1987,0,1,5,0
2833,645,385,1987,16,4,5,0
2833,385,645,1987,0,1,5,0
2834,630,390,1987,16,4,5,0
2834,630,2,1987,16,4,5,0
2834,390,630,1987,0,1,5,0
2834,2,630,1988,16,4,NA,NA
2888,365,740,1962,15,4,5,0
2888,740,365,1962,0,1,5,0
2890,235,438,1962,12,3,5,0
2890,438,235,1962,0,1,5,0
2891,710,713,1966,16,4,5,1
2891,713,710,1966,16,4,5,1
2892,710,713,1963,17,4,5,NA
2892,713,710,1963,17,4,5,NA
2894,850,740,1963,15,4,5,0
2894,740,850,1963,0,1,5,0
2897,365,630,1963,16,4,5,NA
2897,630,365,1963,0,1,5,NA
2898,315,260,1963,16,4,5,0
2898,260,315,1963,0,1,5,0
2899,365,2,1963,12,3,5,0
2899,2,365,1963,0,1,5,0
2901,365,2,1964,16,4,5,0
2901,2,365,1964,0,1,5,0
2904,850,820,1964,16,4,5,0
2904,820,850,1964,0,1,5,0
2906,651,2,1964,16,4,5,0
2906,2,651,1964,0,1,5,0
2907,365,380,1964,12,3,5,0
2907,380,365,1964,0,1,5,0
2908,365,260,1964,12,3,5,0
2908,260,365,1964,0,1,5,0
2910,2,365,1965,7,3,5,0
2910,365,2,1965,0,1,5,0
2913,850,820,1965,15,4,5,0
2913,820,850,1965,0,1,5,0
2914,850,740,1965,15,4,5,0
2914,740,850,1965,0,1,5,0
2915,365,200,1965,12,3,5,0
2915,200,365,1965,0,1,5,0
2916,731,2,1965,16,4,5,0
2916,2,731,1965,1,2,5,0
2918,850,200,1966,16,4,5,0
2918,200,850,1966,0,1,5,0
2919,732,740,1966,15,4,5,0
2919,740,732,1966,0,1,5,0
2920,710,732,1966,15,4,5,0
2920,732,710,1966,0,1,5,0
2921,365,2,1966,16,4,5,0
2921,2,365,1966,0,1,5,0
2922,101,365,1968,15,4,5,0
2922,365,101,1968,0,1,5,0
2923,140,365,1968,15,4,7,0
2923,365,140,1968,0,1,7,0
2924,2,651,1968,7,3,5,0
2924,651,2,1968,0,1,5,0
2925,365,740,1968,15,4,5,0
2925,740,365,1968,0,1,5,0
2926,710,200,1968,15,4,7,0
2926,200,710,1968,0,1,7,0
2927,160,365,1968,15,4,5,0
2927,365,160,1968,0,1,5,0
2928,365,2,1968,16,4,7,0
2928,2,365,1968,0,1,7,0
2929,710,2,1965,17,4,5,NA
2929,2,710,1965,17,4,5,NA
2930,365,2,1967,16,4,5,0
2930,365,732,1967,16,4,5,0
2930,365,740,1967,16,4,5,0
2930,2,365,1967,0,1,5,0
2930,732,365,1967,0,1,5,0
2930,740,365,1967,0,1,5,0
2931,2,365,1967,7,3,5,0
2931,365,2,1967,0,1,5,0
2932,265,260,1967,16,4,5,0
2932,260,265,1967,0,1,5,0
2933,200,365,1967,15,4,5,0
2933,365,200,1967,0,1,5,0
2934,2,365,1967,15,4,5,0
2934,365,2,1967,0,1,5,0
2935,713,710,1967,12,3,5,NA
2935,710,713,1967,16,4,5,NA
2936,2,710,1969,16,4,5,0
2936,710,2,1969,0,1,5,0
2937,365,740,1969,16,4,5,0
2937,740,365,1969,0,1,5,0
2938,800,811,1969,17,4,5,NA
2938,811,800,1969,17,4,5,NA
2940,101,40,1968,15,4,7,0
2940,40,101,1968,0,1,7,0
2942,90,92,1970,16,4,5,0
2942,92,90,1970,0,1,5,0
2944,265,260,1971,16,4,5,0
2944,260,265,1971,7,3,5,0
2946,2,40,1971,15,4,7,0
2946,40,2,1971,15,4,7,0
2947,2,710,1971,12,3,5,0
2947,710,2,1971,0,1,5,0
2948,2,710,1972,16,4,5,0
2948,710,2,1972,0,1,5,0
2949,2,365,1972,15,4,5,0
2949,365,2,1972,0,1,5,0
2950,620,2,1973,16,4,5,0
2950,2,620,1973,0,1,5,0
2951,40,2,1974,15,4,7,0
2951,2,40,1974,0,1,7,0
2955,775,800,1975,16,4,5,0
2955,800,775,1975,0,1,5,0
2956,710,732,1976,15,4,5,0
2956,732,710,1976,0,1,5,0
2958,2,40,1976,15,4,5,0
2958,40,2,1976,0,1,5,0
2959,630,680,1976,12,3,5,NA
2959,680,630,1976,16,4,5,NA
2960,2,731,1976,12,3,5,0
2960,731,2,1976,0,1,5,0
2961,670,666,1976,12,3,7,0
2961,666,670,1976,15,4,7,0
2962,40,2,1977,15,4,7,0
2962,2,40,1977,0,1,7,0
2963,731,740,1977,15,4,7,0
2963,740,731,1977,0,1,7,0
2964,365,740,1977,12,3,5,0
2964,740,365,1977,0,1,5,0
2965,620,325,1978,15,4,5,0
2965,325,620,1978,0,1,5,0
2967,135,2,1979,15,4,5,0
2967,2,135,1979,0,1,5,0
2968,20,2,1979,16,4,5,0
2968,2,20,1979,0,1,5,0
2969,600,40,1980,16,4,5,0
2969,40,600,1980,0,1,5,0
2970,385,390,1981,7,3,5,0
2970,390,385,1981,0,1,5,0
2971,2,731,1981,12,3,5,0
2971,731,2,1981,0,1,5,0
2972,40,2,1981,7,3,5,0
2972,2,40,1981,7,3,5,0
2973,365,380,1982,12,3,5,0
2973,380,365,1982,16,4,5,0
2974,731,740,1982,15,4,5,0
2974,740,731,1982,0,1,5,0
2975,816,710,1982,16,4,5,0
2975,710,816,1982,0,1,5,0
2976,365,740,1982,12,3,5,0
2976,740,365,1982,7,3,5,0
2977,2,93,1982,12,3,5,0
2977,93,2,1982,0,1,5,0
2978,2,620,1982,7,3,5,0
2978,620,2,1982,0,1,5,0
2981,2,40,1983,12,3,5,0
2981,40,2,1983,0,1,5,0
2982,365,2,1982,7,3,5,0
2982,2,365,1982,0,1,5,0
3000,530,625,1979,14,4,5,0
3000,625,530,1979,0,1,5,0
3001,620,651,1979,7,3,5,0
3001,620,625,1979,7,3,5,0
3001,651,620,1979,7,3,5,0
3001,625,620,1979,7,3,5,0
3002,552,540,1979,16,4,5,0
3002,540,552,1979,0,1,5,0
3003,812,800,1978,17,4,5,NA
3003,800,812,1978,17,4,5,NA
3004,552,571,1978,16,4,5,NA
3004,571,552,1978,16,4,5,NA
3005,560,551,1978,16,4,5,0
3005,551,560,1978,0,1,5,0
3007,710,365,1978,20,5,5,6
3007,710,816,1978,20,5,5,6
3007,365,710,1978,7,3,5,6
3007,816,710,1978,20,5,5,6
3009,145,155,1978,7,3,5,0
3009,155,145,1978,0,1,5,0
3010,501,651,1978,15,4,7,0
3010,651,501,1978,15,4,7,0
3011,490,540,1978,17,4,5,0
3011,540,490,1978,17,4,5,0
3012,220,540,1978,12,3,5,0
3012,600,540,1978,12,3,5,0
3012,540,220,1978,0,1,5,0
3012,540,600,1978,0,1,5,0
3013,93,94,1977,16,4,5,0
3013,94,93,1977,7,3,5,0
3014,620,616,1977,7,3,5,0
3014,616,620,1977,7,3,5,0
3015,552,571,1978,17,4,5,1
3015,571,552,1978,17,4,5,1
3016,616,620,1980,1,2,5,0
3016,220,620,1980,7,3,5,0
3016,620,616,1980,0,1,5,0
3016,620,220,1980,0,1,5,0
3017,365,630,1980,7,3,5,0
3017,700,630,1980,7,3,5,0
3017,630,365,1980,7,3,5,0
3017,630,700,1980,7,3,5,0
3018,135,155,1977,7,3,5,0
3018,155,135,1977,7,3,5,0
3020,630,2,1979,15,4,7,0
3020,2,630,1979,16,4,7,0
3021,2,620,1979,7,3,5,0
3021,620,2,1979,0,1,5,0
3022,840,820,1979,7,3,5,0
3022,820,840,1979,7,3,5,0
3024,615,600,1979,17,4,5,NA
3024,600,615,1979,17,4,5,NA
3025,630,700,1979,16,4,5,NA
3025,700,630,1979,16,4,5,NA
3026,710,812,1979,12,3,5,0
3026,812,710,1979,0,1,5,0
3027,775,800,1984,17,4,5,1
3027,800,775,1984,17,4,5,1
3029,645,690,1985,16,4,5,0
3029,690,645,1985,0,1,5,0
3030,560,571,1985,16,4,5,0
3030,571,560,1985,0,1,5,0
3031,560,571,1984,17,4,5,0
3031,571,560,1984,17,4,5,0
3033,645,732,1985,16,4,5,0
3033,732,645,1985,0,1,5,0
3034,630,230,1984,16,4,5,0
3034,230,630,1984,0,1,5,0
3035,630,750,1984,16,4,5,0
3035,750,630,1984,0,1,5,0
3036,645,385,1984,16,4,5,0
3036,385,645,1984,0,1,5,0
3037,750,780,1984,15,4,7,0
3037,780,750,1984,16,4,7,0
3038,645,31,1984,16,4,5,0
3038,31,645,1984,0,1,5,0
3040,630,260,1984,16,4,5,0
3040,260,630,1984,0,1,5,0
3041,220,620,1984,15,4,5,0
3041,620,220,1984,0,1,5,0
3042,630,200,1984,16,4,5,0
3042,200,630,1984,0,1,5,0
3043,645,352,1984,16,4,5,0
