country.b,country.a,exp.comp,imp.comp,statea,stateb,year,dispnum3,endyear,hiact,hostlev,outcome,fatality,victor,loser,is.war,pb.exps,pb.imps,delta.exp.comp,delta.imp.comp
Iraq,"France,Monac",4.877854458474582e-4,0.12308965469703795,220,645,1990,3957,1991,20,War,2,6,1,0,1,4.854824442988627e-4,0.0077723417181028345,-2.303001548595502e-6,-0.11531731297893512
Iraq,Greece,0.01050455312261465,0.12654637073634623,350,645,1990,3957,1991,7,Display of force,2,6,1,0,1,2.1436421830644257e-4,0.012258193715107248,-0.010290188904308207,-0.11428817702123897
Iraq,Italy,0.006836285495486163,0.09573257951019114,325,645,1990,3957,1991,20,War,2,6,1,0,1,2.928582144818462e-5,0.011507667636739615,-0.006806999674037978,-0.08422491187345152
Iraq,Netherlands,0.002763092110614783,0.13866364758927266,210,645,1990,3957,1991,7,Display of force,2,6,1,0,1,2.0728336047576296e-4,0.009841722323041969,-0.00255580875013902,-0.12882192526623068
Iraq,Spain,3.671668270107486e-4,0.11451517439473591,230,645,1990,3957,1991,7,Display of force,2,6,1,0,1,1.383574054186354e-4,0.01619419477478444,-2.288094215921132e-4,-0.09832097961995147
Iraq,UK,0.2606519008354915,0.10995060055741127,200,645,1990,3957,1991,20,War,2,6,1,0,1,0.0018194812839880312,0.0017697509184823716,-0.2588324195515035,-0.10818084963892889
Iraq,Australia,0.07720858516615789,0.11948628744440892,900,645,1990,3957,1991,16,Use of force,2,6,1,0,1,-8.761808003639628e-5,0.009615815803716628,-0.07729620324619428,-0.1098704716406923
Jordan,Morocco,0.0708015980111314,0.0644764303105209,600,663,1990,3957,1991,7,Display of force,2,6,1,0,1,NA,NA,NA,NA
Jordan,Egypt,0.0033940849679786568,0.469833355537786,651,663,1990,3957,1991,20,War,2,6,1,0,1,0.011993215022067936,0.30111181241939766,0.008599130054089278,-0.16872154311838833
Jordan,Niger,0.0027176253287781007,0.12885795955317916,436,663,1990,3957,1991,7,Display of force,2,6,1,0,1,5.777266114780363e-5,0.14614701470546299,-0.002659852667630297,0.017289055152283822
Jordan,Senegal,0.12906763181072706,0.067929481085115,433,663,1990,3957,1991,7,Display of force,2,6,1,0,1,0.13370389045805808,0.1383942653763004,0.004636258647331026,0.0704647842911854
Jordan,Sierra Leone,-3.819153324951062e-5,0.14350414446249354,451,663,1990,3957,1991,7,Display of force,2,6,1,0,1,4.8033818450109216e-4,0.2355930335286351,5.185297177506028e-4,0.09208888906614154
Jordan,Canada,0.006644436444508152,0.04195515945408907,20,663,1990,3957,1991,20,War,2,6,1,0,1,0.008308654774839087,0.08428947049614938,0.0016642183303309356,0.042334311042060306
Jordan,USA,0.019068884021599418,0.03790173715078538,2,663,1990,3957,1991,20,War,2,6,1,0,1,0.012497802382804036,0.11891615189533684,-0.006571081638795382,0.08101441474455146
Jordan,Argentina,0.0020994856338876814,0.03552441108152353,160,663,1990,3957,1991,7,Display of force,2,6,1,0,1,0.0026121765713804047,0.0946056558570497,5.126909374927233e-4,0.059081244775526176
Jordan,Saudi Arabia,8.163321282931934e-4,0.0584677538094919,670,663,1990,3957,1991,20,War,2,6,1,0,1,0.0027066399030947303,0.19283106479129727,0.001890307774801537,0.13436331098180537
Jordan,Syria,0.015130346210104532,0.08236501909537729,652,663,1990,3957,1991,20,War,2,6,1,0,1,0.013309507433427587,0.40314480313493656,-0.001820838776676945,0.32077978403955926
Jordan,United Arab Emirates,0.0010388440167391666,0.09950347994175139,696,663,1990,3957,1991,16,Use of force,2,6,1,0,1,0.0010765728521864519,0.23449514802857985,3.772883544728525e-5,0.13499166808682844
Jordan,Turkey,0.009135909563347712,0.08424489183648604,640,663,1990,3957,1991,7,Display of force,2,6,1,0,1,0.014603789159903542,0.08832210880123757,0.005467879596555831,0.004077216964751537
Jordan,Bangladesh,0.01659954083215839,0.12673027059093722,771,663,1990,3957,1991,7,Display of force,2,6,1,0,1,0.027313741784713477,0.1829498032907372,0.010714200952555087,0.056219532699799984
