country.b,country.a,exp.comp,imp.comp,statea,stateb,year,dispnum3,endyear,hiact,hostlev,outcome,fatality,victor,loser,is.war,pb.exps,pb.imps,delta.exp.comp,delta.imp.comp
Honduras,El Salvador,0.4521160165490325,0.32773159873003854,92,91,1993,4010,1993,0,No militarized action,1,0,0,1,1,0.5132134483246452,0.4059709014568569,0.06109743177561272,0.07823930272681834
Dominican Republic,Haiti,0.5966888880578505,0.18296267990068613,41,42,1993,4016,1994,7,Display of force,1,0,0,1,1,0.5352256284643789,0.28856639640655624,-0.06146325959347154,0.10560371650587011
Zambia,Dem.Rp.Congo,0.03392093466507441,0.17070697349127215,490,551,1994,4307,1994,14,Use of force,3,0,0,1,1,0.033990054842144006,0.10796960709440091,6.9120177069594e-5,-0.06273736639687123
Russian Fed,Latvia,0.075636390229199435,NA,367,365,1994,4103,1994,0,No militarized action,4,0,0,1,1,0.06318181237098312,NA,-0.012454577858216312,NA
Canada,Spain,0.019117936137941775,0.0878896399894305,230,20,1995,4031,1995,7,Display of force,1,0,0,1,1,0.018822305107745373,0.08757975834843552,-2.95631030196402e-4,-3.098816409949773e-4
Yugoslavia,Croatia,0.004455419984804381,0.10335788644056902,344,345,1995,4100,1995,0,No militarized action,1,0,0,1,1,0.20116040600918797,-0.0048616253041559865,0.19670498602438358,-0.10821951174472501
USA,Iraq,-9.321719229940458e-5,0.0025095793678887902,645,2,1996,4271,1996,16,Use of force,4,NA,0,1,1,7.052735852690691e-4,0.008915771301886262,7.984907775684736e-4,0.006406191933997472
Kuwait,Iraq,0.06310246217235017,0.006822640822531609,645,690,1996,4271,1996,16,Use of force,4,NA,0,1,1,0.30267979329402467,0.01349754276946358,0.2395773311216745,0.00667490194693197
UK,Iraq,-4.013424515033844e-4,0.004471436175706761,645,200,1996,4271,1996,16,Use of force,4,NA,0,1,1,0.20674943088024578,0.017911831593689812,0.20715077333174917,0.013440395417983052
Russian Fed,Japan,0.004490323431233028,0.06654410291039056,740,365,1996,4297,1996,0,No militarized action,4,0,0,1,1,0.004296102988384634,0.0584173044724033,-1.9422044284839353e-4,-0.008126798437987262
Myanmar,Thailand,0.08741190058976887,0.15455332644975095,800,775,1996,4003,1996,8,Display of force,1,0,0,1,1,0.08835060677658668,0.08267037101423498,9.387061868178087e-4,-0.07188295543551597
Egypt,Iraq,0.4249977718665388,0.2983408352733181,645,651,1997,4273,2003,20,War,1,6,0,1,1,NA,NA,NA,NA
Angola,Congo,0.6925846827836695,0.14238818362397332,484,540,1997,4246,1997,17,Use of force,1,NA,0,1,1,0.6522945553650497,0.3760761288705051,-0.040290127418619814,0.2336879452465318
Ghana,Sierra Leone,0.17055558360047707,0.08039392087040302,451,452,1997,4251,1998,17,Use of force,1,NA,0,1,1,0.20560983932734742,0.039340234625662183,0.03505425572687035,-0.04105368624474084
Nigeria,Sierra Leone,2.915292717938594e-4,0.06506713739402549,451,475,1997,4251,1998,17,Use of force,1,NA,0,1,1,9.191002744917876e-4,0.07039231985375892,6.275710026979282e-4,0.00532518245973343
USA,Iran,0.006731850262100429,0.03780691985672998,630,2,1997,4216,1997,0,No militarized action,4,0,0,1,1,0.0031557415075322962,0.0545525980197126,-0.003576108754568133,0.01674567816298262
USA,Iraq,7.052735852690691e-4,0.008915771301886262,645,2,1997,4273,2003,20,War,1,6,0,1,1,NA,NA,NA,NA
Israel,Iraq,-2.4092475581815703e-4,0.025912365598744706,645,666,1997,4273,2003,20,War,1,6,0,1,1,NA,NA,NA,NA
Israel,Iraq,-2.4092475581815703e-4,0.025912365598744706,645,666,1997,4273,2003,20,War,1,6,0,1,1,NA,NA,NA,NA
Bahrain,Iraq,-2.2237681042735217e-4,0.01331955313462592,645,692,1997,4273,2003,20,War,1,6,0,1,1,NA,NA,NA,NA
Jordan,Iraq,-2.423036509456203e-4,0.27277553565336926,645,663,1997,4273,2003,20,War,1,6,0,1,1,NA,NA,NA,NA
Kuwait,Iraq,0.30267979329402467,0.01349754276946358,645,690,1997,4273,2003,20,War,1,6,0,1,1,NA,NA,NA,NA
Kuwait,Iraq,0.30267979329402467,0.01349754276946358,645,690,1997,4273,2003,20,War,1,6,0,1,1,NA,NA,NA,NA
Oman,Iraq,0.0927445523624031,0.012776429301054023,645,698,1997,4273,2003,20,War,1,6,0,1,1,NA,NA,NA,NA
Qatar,Iraq,0.10582230951154135,0.006061156021632168,645,694,1997,4273,2003,20,War,1,6,0,1,1,NA,NA,NA,NA
Saudi Arabia,Iraq,0.4583323950593621,0.029924881038096065,645,670,1997,4273,2003,20,War,1,6,0,1,1,NA,NA,NA,NA
Saudi Arabia,Iraq,0.4583323950593621,0.029924881038096065,645,670,1997,4273,2003,20,War,1,6,0,1,1,NA,NA,NA,NA
United Arab Emirates,Iraq,0.12255201886704274,0.018640405062816792,645,696,1997,4273,2003,20,War,1,6,0,1,1,NA,NA,NA,NA
United Arab Emirates,Iraq,0.12255201886704274,0.018640405062816792,645,696,1997,4273,2003,20,War,1,6,0,1,1,NA,NA,NA,NA
Turkey,Iraq,0.016522853986102023,0.041891141892232815,645,640,1997,4273,2003,20,War,1,6,0,1,1,NA,NA,NA,NA
"France,Monac",Iraq,-7.675324674817353e-4,0.01676478220103564,645,220,1997,4273,2003,20,War,1,6,0,1,1,NA,NA,NA,NA
Germany,Iraq,-8.09951401011672e-4,0.02277097249996684,645,255,1997,4273,2003,20,War,1,6,0,1,1,NA,NA,NA,NA
Greece,Iraq,0.009568065505746464,0.047718135168686455,645,350,1997,4273,2003,20,War,1,6,0,1,1,NA,NA,NA,NA
Italy,Iraq,-5.489523379174812e-4,0.039912336824408166,645,325,1997,4273,2003,20,War,1,6,0,1,1,NA,NA,NA,NA
Netherlands,Iraq,3.502954757349873e-4,0.027138481649005355,645,210,1997,4273,2003,20,War,1,6,0,1,1,NA,NA,NA,NA
Netherlands,Iraq,3.502954757349873e-4,0.027138481649005355,645,210,1997,4273,2003,20,War,1,6,0,1,1,NA,NA,NA,NA
UK,Iraq,0.20674943088024578,0.017911831593689812,645,200,1997,4273,2003,20,War,1,6,0,1,1,NA,NA,NA,NA
Poland,Iraq,-7.236968939803734e-4,0.025243920876922666,645,290,1997,4273,2003,20,War,1,6,0,1,1,NA,NA,NA,NA
Australia,Iraq,0.021381969116820554,0.021261873857654167,645,900,1997,4273,2003,20,War,1,6,0,1,1,NA,NA,NA,NA
Guinea,Sierra Leone,0.503637051423521,0.19407745908515742,451,438,1997,4251,1998,17,Use of force,1,NA,0,1,1,0.4473297486781119,0.11895933209224188,-0.05630730274540907,-0.07511812699291553
Canada,Yugoslavia,0.0025175083016491877,-0.0016261222947269265,345,20,1998,4137,1999,17,Use of force,1,5,0,1,1,NA,NA,NA,NA
USA,Yugoslavia,0.00435179544678968,-0.002813584470872659,345,2,1998,4137,1999,17,Use of force,1,5,0,1,1,NA,NA,NA,NA
Turkey,Syria,0.035682514221427944,0.19757213435844015,652,640,1998,4291,1998,0,No militarized action,1,0,0,1,1,0.042228217672946704,0.0812646673680036,0.00654570345151876,-0.11630746699043655
Turkey,Yugoslavia,0.14606997191962245,-0.004090205447481733,345,640,1998,4137,1999,17,Use of force,1,5,0,1,1,NA,NA,NA,NA
Belgium-Lux,Yugoslavia,0.05964265969262232,-0.0033771609240646717,345,211,1998,4137,1999,17,Use of force,1,5,0,1,1,NA,NA,NA,NA
Denmark,Yugoslavia,0.04846904323513154,-0.004481250637661922,345,390,1998,4137,1999,17,Use of force,1,5,0,1,1,NA,NA,NA,NA
"France,Monac",Yugoslavia,0.06048561948475222,-0.004327498072419115,345,220,1998,4137,1999,17,Use of force,1,5,0,1,1,NA,NA,NA,NA
Germany,Yugoslavia,0.02820107138034077,-0.0043827741119289556,345,255,1998,4137,1999,17,Use of force,1,5,0,1,1,NA,NA,NA,NA
Greece,Yugoslavia,0.11376207344123279,-0.0032695087468494273,345,350,1998,4137,1999,17,Use of force,1,5,0,1,1,NA,NA,NA,NA
Italy,Yugoslavia,0.06793740431202594,-0.0033433869780167377,345,325,1998,4137,1999,17,Use of force,1,5,0,1,1,NA,NA,NA,NA
Netherlands,Yugoslavia,0.04898420792978871,-0.004012792730726065,345,210,1998,4137,1999,17,Use of force,1,5,0,1,1,NA,NA,NA,NA
Portugal,Yugoslavia,0.05155638709376157,-0.002768788443643957,345,235,1998,4137,1999,17,Use of force,1,5,0,1,1,NA,NA,NA,NA
Spain,Yugoslavia,0.033695522143673266,-0.003242876579751729,345,230,1998,4137,1999,17,Use of force,1,5,0,1,1,NA,NA,NA,NA
UK,Yugoslavia,0.03377770679016246,-0.003668018712875888,345,200,1998,4137,1999,17,Use of force,1,5,0,1,1,NA,NA,NA,NA
Iceland,Yugoslavia,3.23212920353364e-4,-0.0022140850237321857,345,395,1998,4137,1999,17,Use of force,1,5,0,1,1,NA,NA,NA,NA
Norway,Yugoslavia,0.002993617357714276,-0.0038343726827018442,345,385,1998,4137,1999,17,Use of force,1,5,0,1,1,NA,NA,NA,NA
Czech Rep,Yugoslavia,0.0815391492769207,-0.003132797695780608,345,316,1998,4137,1999,17,Use of force,1,5,0,1,1,NA,NA,NA,NA
Hungary,Yugoslavia,0.06914167855699083,-0.0024518486486710587,345,310,1998,4137,1999,17,Use of force,1,5,0,1,1,NA,NA,NA,NA
Lithuania,Yugoslavia,0.09563895787640568,-0.0014620035716198009,345,368,1998,4137,1999,17,Use of force,1,5,0,1,1,NA,NA,NA,NA
Poland,Yugoslavia,0.1910093848782426,-0.003989442595801802,345,290,1998,4137,1999,17,Use of force,1,5,0,1,1,NA,NA,NA,NA
Russian Fed,Yugoslavia,0.013815539347153315,-0.0019478816202000652,345,365,1998,4137,1999,17,Use of force,1,5,0,1,1,NA,NA,NA,NA
Albania,Yugoslavia,0.1575084411805035,-0.0017933217566591874,345,339,1998,4137,1999,17,Use of force,1,5,0,1,1,NA,NA,NA,NA
Macedonia,Yugoslavia,0.17792944618165732,-0.0020006163398485796,345,343,1998,4137,1999,17,Use of force,1,5,0,1,1,NA,NA,NA,NA
Macedonia,Yugoslavia,0.17792944618165732,-0.0020006163398485796,345,343,1998,4137,1999,17,Use of force,1,5,0,1,1,NA,NA,NA,NA
Russian Fed,UK,0.1275313204749989,0.08655177058106542,200,365,1999,4334,1999,8,Display of force,3,0,0,1,1,NA,NA,NA,NA
